sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
2178,7.6,0.32,2.9,16.75,0.05,143,163,very high,3.15,0.54,9.2,5,white
2179,7.7,0.24,1.86,1.3,0.047,149,106,medium,3.22,0.55,10.8,6,white
2180,8,0.36,2.58,10.1,0.053,153,146,very high,3.4,0.46,9.5,6,white
2181,7.4,,1.5,3.8,0.044,148,114,low,3.11,0.4,11,6,white
2182,6.6,0.32,1.35,10.9,0.041,135,146,high,3.24,0.47,10,5,white
2183,6.3,0.3,1.2,6.6,0.04,140,141,high,3.22,0.47,9.5,5,white
2184,6.4,0.33,1.44,9.8,0.041,147,109,high,3.29,0.47,10.1,6,white
2185,7.5,0.18,2.17,11.7,0.051,160,94,very high,3.19,0.44,9.5,7,white
2186,6.5,0.39,4.05,1.2,0.217,106,74,medium,3.08,0.53,9.5,5,white
2187,6.8,0.25,0.9,1.4,0.056,113,137,medium,3.11,0.42,9.5,5,white
2188,6.4,0.18,1.92,9.6,0.052,144,90,high,3.35,0.49,9.4,6,white
2189,7.1,0.18,1.92,12.2,0.048,154,125,high,2.92,0.54,9.4,6,white
2190,7.6,0.27,2.52,2.6,0.044,,110,low,3.31,0.51,12.7,6,white
2191,9.2,0.23,1.75,10.7,0.037,130,145,very high,3.09,0.32,9.7,5,white
2192,7.9,0.28,2.46,4.9,0.058,157,153,high,3.27,0.51,9.7,6,white
2193,,0.18,1.92,12.2,0.048,156,125,high,2.92,0.54,9.4,6,white
2194,6.4,0.18,1.92,9.6,0.052,144,90,high,3.35,0.49,9.4,6,white
2195,6.8,0.25,0.9,1.4,0.056,107,137,medium,3.11,0.42,9.5,5,white
2196,7,0.22,1.56,1.1,0.037,140,71,low,3.1,0.38,11.7,6,white
2197,7.3,0.18,1.74,1,0.036,148,101,low,3.09,,11.7,6,white
2198,7.1,0.26,0.95,8.2,0.051,155,187,high,3.16,0.52,9.7,5,
2199,6.6,0.25,2.52,11.3,0.049,201,231,high,3.24,0.52,9.5,6,white
2200,6.4,0.24,1.15,7.3,0.069,133,157,high,3.25,0.53,9.1,5,white
2201,6,0.28,1.62,2.3,0.051,137,147,medium,3.23,0.67,10.3,6,white
2202,7.1,0.26,0.95,8.2,0.051,149,187,high,3.16,,9.7,5,white
2203,7.8,0.24,1.9,2.1,0.058,116,167,medium,3.21,0.55,9.9,5,white
2204,7.6,0.27,1.65,2,0.059,125,175,medium,3.22,0.56,9.9,5,white
2205,7.7,0.39,1.7,10,0.056,137,178,very high,3.26,0.6,10.2,5,white
2206,8.9,0.24,1.98,15.75,0.035,138,132,high,3,0.37,12.1,6,white
2207,6.6,0.23,1.68,3.9,0.045,172,138,low,3.15,0.64,11.3,7,white
2208,7.1,0.26,1.5,2,0.031,,128,low,3.19,0.49,11.4,5,white
2209,,0.32,2.1,1.5,0.039,,125,low,3.17,0.64,12.2,6,white
2210,7.4,0.24,1.82,1.6,0.058,191,150,medium,3.18,0.5,,7,white
2211,6.9,0.21,1.98,1.4,0.056,155,136,medium,3.63,0.78,10.3,6,white
2212,7,0.32,2.1,1.5,0.039,150,125,low,3.17,0.64,12.2,6,white
2213,7.4,0.17,1.74,1.4,0.047,145,107,medium,3.52,0.65,10.4,6,white
2214,7.1,0.26,1.5,2,0.031,111,128,low,3.19,0.49,11.4,5,white
2215,,0.28,2.04,13.8,0.041,152,161,very high,3.13,0.4,9.9,6,white
2216,7.8,0.3,1.85,1.3,0.051,110,96,medium,3.32,0.62,10,5,white
2217,,0.25,2.28,3.8,0.051,132,129,medium,3.21,0.38,11.5,6,white
2218,7.7,0.28,1.74,6.9,0.041,153,163,high,3.44,0.6,10.5,6,white
2219,6.5,0.24,2.52,2.2,0.027,178,134,low,3.28,0.36,12.5,7,white
2220,7,0.22,1.92,1.6,0.045,158,120,low,2.98,0.44,10.5,6,white
2221,8.5,0.28,2.04,13.8,0.041,148,161,very high,3.13,0.4,9.9,6,white
2222,8,0.45,1.96,10.8,0.051,165,157,high,3.06,0.47,11.4,7,white
2223,6.9,,1.98,12.8,0.056,162,169,very high,3.42,0.42,9.8,6,white
2224,8,0.45,1.96,10.8,0.051,163,157,high,3.06,,11.4,7,white
2225,7.6,0.23,1.04,15.3,0.067,114,166,very high,3.03,0.44,9.2,4,white
2226,7.7,0.28,2.9,12.1,0.046,162,177,very high,3.08,0.46,,5,white
2227,7.7,0.27,3.05,12,0.046,162,179,very high,3.07,0.46,8.9,5,white
2228,7.1,0.2,2.52,11.6,0.042,183,124,very high,2.92,0.59,9.5,7,white
2229,6.9,,2.1,9.2,0.034,158,150,,3.21,0.36,11.5,6,white
2230,7.1,0.2,2.52,11.6,0.042,177,124,very high,2.92,0.59,9.5,7,white
2231,6.9,0.25,2.1,9.2,0.034,162,150,medium,3.21,0.36,11.5,6,white
2232,8.4,0.2,1.86,2.8,0.054,144,89,medium,2.96,0.45,9.5,6,white
2233,6.5,0.39,1.75,1.6,0.049,112,164,high,3.35,0.51,9.7,5,white
2234,7.2,,1.9,6.1,0.067,116,90,high,3.17,0.79,9.7,5,white
2235,6.9,0.44,2.52,8.5,0.048,134,147,very high,3.32,0.46,9.5,6,white
2236,7.1,0.28,0.95,7.8,0.04,148,184,high,3.16,0.5,9.4,5,white
2237,6.4,0.34,0.8,14.9,0.06,121,162,very high,3.13,0.45,9,4,white
2238,6.1,0.15,1.74,6.2,0.046,153,151,medium,3.6,0.44,10.6,6,white
2239,6.9,0.44,2.52,8.5,0.048,130,147,very high,3.32,0.46,9.5,6,white
2240,7.2,0.29,0.9,8.2,0.042,139,180,high,3.16,0.49,9.1,5,white
2241,,0.28,0.95,7.8,0.04,144,184,high,3.16,0.5,9.4,5,white
2242,6.1,0.23,2.25,10.6,0.094,147,169,high,3.05,0.54,8.8,5,white
2243,,0.23,2.1,11.2,0.047,152,171,very high,3.54,0.74,10.4,5,white
2244,7,0.36,0.7,11.6,0.043,137,228,very high,3.13,0.51,8.9,5,white
2245,7.5,0.31,1.68,7.1,0.031,168,141,medium,3.16,0.38,10.6,7,white
2246,6.4,0.34,0.8,14.9,0.06,117,162,very high,3.13,0.45,9,4,white
2247,6.1,0.15,1.74,6.2,0.046,157,151,medium,3.6,0.44,10.6,6,white
2248,7.4,0.2,1.74,1.7,0.047,136,100,medium,3.28,0.45,10.6,6,white
2249,,0.27,0.9,7.7,0.048,145,186,high,3.23,0.47,9,5,white
2250,,0.34,3.24,17.3,0.06,162,235,very high,3.08,0.61,8.8,6,white
2251,7.4,,2.03,1.4,0.042,172,101,medium,3.54,0.6,10.5,7,white
2252,,0.29,1,7.7,0.046,,174,high,3.16,0.52,9.5,5,white
2253,,0.27,0.9,7.7,0.048,149,186,high,3.23,0.47,9,5,white
2254,6.2,0.26,1.14,3.4,0.049,171,172,medium,3.14,0.43,10.4,6,white
2255,,0.21,1.26,1.6,0.046,159,133,medium,3.38,0.46,10,6,white
2256,7.1,0.14,1.75,1.4,0.039,126,128,low,2.97,0.68,10.4,5,white
2257,7.2,0.39,3.24,1.4,0.157,156,132,medium,3.11,0.53,9,6,white
2258,7.6,0.48,1.4,,0.049,159,205,very high,3.24,0.45,9.3,5,white
2259,,0.39,3.24,1.4,0.157,154,132,medium,3.11,0.53,9,6,white
2260,,0.48,1.4,10.4,0.049,149,205,very high,3.24,0.45,9.3,5,white
2261,6.5,0.36,1.86,4.1,0.061,140,134,medium,3.18,0.45,9,6,white
2262,,0.25,1.86,2.8,0.032,129,61,low,3.06,0.44,11.5,6,white
2263,6.9,0.3,1.05,15.7,0.056,153,159,very high,3.11,0.48,9,5,white
2264,6.6,,2.58,10.9,0.045,175,154,very high,3.52,0.77,10.4,6,white
2265,6.9,0.3,1.05,15.7,0.056,153,159,very high,3.11,,9,5,white
2266,9.4,0.42,1.6,,0.027,116,167,medium,3.08,,10.6,5,white
2267,6.6,,2.58,10.9,0.045,175,154,very high,3.52,,10.4,6,white
2268,6.3,0.2,1.8,5.9,0.034,155,152,high,3.47,,8.5,6,white
2269,8.5,0.19,3.36,17.3,0.055,169,169,very high,3.07,0.67,9.3,6,
2270,7.3,0.19,1.75,1.4,0.051,183,107,medium,3.53,0.66,10.5,7,white
2271,6.7,0.25,1.56,13.5,0.06,168,156,very high,3.39,0.46,9.9,6,white
2272,6.2,0.25,1.68,8.5,0.035,150,108,medium,3.4,0.42,10.4,6,white
2273,6.1,0.46,1.6,6.2,0.053,110,94,high,3.35,0.47,10.1,5,white
2274,7.3,0.19,1.75,1.4,0.051,,107,medium,3.53,0.66,10.5,7,white
2275,7.5,0.29,1.04,14.95,0.067,129,178,very high,3.04,0.49,9.2,4,white
2276,6.7,0.31,1.08,7.7,0.043,179,200,high,3.17,0.44,9.4,6,white
2277,7.4,0.14,1.8,1.3,0.033,143,91,medium,3.53,0.39,10.6,6,white
2278,6.7,0.31,1.08,7.7,0.043,173,200,high,3.17,0.44,9.4,6,white
2279,7.1,0.4,2.6,1.3,0.148,145,149,medium,3.08,0.56,8.7,5,white
2280,6.4,0.16,1.5,1.3,0.047,138,77,medium,3.61,0.54,10.2,6,white
2281,6.3,0.16,1.32,1.3,0.046,138,66,medium,3.61,0.55,10.3,6,white
2282,7.4,0.33,1.3,15.6,0.049,,210,very high,3.06,0.68,9.5,5,white
2283,7.4,0.33,1.3,15.6,0.049,167,210,very high,3.06,0.68,9.5,5,white
2284,7.4,0.33,1.3,15.6,0.049,165,210,very high,3.06,0.68,9.5,5,white
2285,,0.33,1.3,15.6,0.049,167,210,very high,3.06,0.68,9.5,5,white
2286,6.6,0.41,1.2,4.9,0.158,151,144,medium,3.17,0.49,9.4,5,white
2287,6.7,0.43,1.15,5,0.157,149,145,medium,3.17,0.49,9.4,5,white
2288,7.4,0.33,1.3,15.6,0.049,175,210,very high,3.06,0.68,9.5,5,white
2289,7.3,0.4,1.96,6.5,0.037,170,97,low,3.16,0.58,12.6,7,white
2290,7.4,0.18,1.68,1.4,0.047,159,106,medium,3.52,0.64,10.5,7,
2291,8.6,0.17,1.68,2.7,0.047,158,150,medium,3.1,0.56,10.8,6,white
2292,6.5,,1.38,1.2,0.054,157,208,medium,3.18,,9.9,6,white
2293,7.3,0.4,1.96,6.5,0.037,168,97,low,3.16,0.58,12.6,7,white
2294,,0.32,2.17,6.4,0.031,178,115,medium,3.38,0.58,12.2,7,white
2295,7.5,0.42,1.14,6.9,0.041,184,150,high,3.23,0.37,10,6,white
2296,6.9,0.28,2.17,7.2,0.04,189,168,medium,3.29,0.57,10.6,7,white
2297,,0.29,2.52,10.6,0.042,186,202,high,3.24,0.53,9.5,6,white
2298,6.3,0.41,1.44,3.5,0.027,185,109,low,3.34,,12.8,8,white
2299,7,0.32,2.17,6.4,0.031,180,115,medium,3.38,0.58,12.2,7,white
2300,7.3,0.3,2.31,2.3,0.043,172,125,low,3.34,0.44,12.6,7,white
2301,6.6,0.22,1.4,12.05,0.058,121,125,very high,3.45,0.45,9.4,5,white
2302,6,0.26,0.9,7,0.055,148,194,high,3.21,0.43,9,5,white
2303,6.9,0.44,0.9,11.8,0.051,122,126,very high,3.23,0.48,9.1,5,white
2304,7.5,0.42,1.2,1.4,0.06,129,168,medium,3.06,0.4,9.4,6,white
2305,7,0.36,2.1,5,0.04,178,143,low,3.33,0.42,12.2,7,white
2306,5.6,0.295,1,2.2,0.049,112,134,medium,3.21,0.68,10,5,white
2307,6.8,0.21,2.75,14.6,0.053,130,159,very high,2.93,0.44,9.2,5,white
2308,9.4,0.28,1.5,1.6,0.045,138,139,high,3.11,0.49,9.3,5,white
2309,8.1,0.28,2.04,1.3,0.035,131,126,,3.14,0.5,9.8,6,white
2310,,0.21,2.75,14.6,0.053,136,159,very high,2.93,,9.2,5,white
2311,7,0.22,1.82,2.8,0.036,,132,low,3.34,0.41,12,7,white
2312,9.4,0.28,1.5,1.6,0.045,136,139,high,3.11,0.49,9.3,5,white
2313,6.8,0.32,2.1,3.3,0.029,159,80,low,3.33,0.63,12.6,7,white
2314,7,0.19,1.98,6.3,0.032,168,127,low,3.31,0.38,12.2,6,white
2315,7.7,0.42,2.28,8.1,0.061,173,144,high,3.4,0.58,11,6,white
2316,7.4,0.2,2.17,1.6,0.038,172,116,low,3.25,0.39,12,7,white
2317,7.5,0.24,3.1,,0.045,155,153,very high,3.16,0.44,8.8,5,white
2318,7.5,0.26,2.36,11.8,0.046,134,164,very high,3.17,0.46,8.9,4,white
2319,6.6,0.4,2.24,1.7,0.035,177,84,low,3.59,0.48,12.7,7,white
2320,8,0.2,1.8,8.1,0.037,168,130,medium,3.1,,11.8,6,white
2321,4.6,0.445,0,1.4,0.053,111,178,medium,3.79,0.55,10.2,5,white
2322,,0.41,0.24,1.3,0.036,143,121,low,3.24,0.61,9.9,6,white
2323,7.6,0.2,2.04,1.8,0.041,162,148,medium,3.35,,11.1,6,white
2324,,0.3,1.05,7.2,0.045,152,190,high,3.22,0.48,9.4,5,white
2325,7,0.35,1.02,1.1,0.049,125,119,medium,3.13,0.36,9.7,6,
2326,6.9,0.35,2.75,11.95,0.038,124,111,high,3.11,0.29,9.7,5,white
2327,7,0.35,1.02,1.1,0.049,131,119,medium,3.13,,9.7,6,white
2328,6.9,0.35,2.75,11.95,0.038,122,111,high,3.11,0.29,9.7,5,white
2329,7.6,0.3,2,2.2,0.054,127,175,medium,3.19,0.53,9.8,5,white
2330,7.5,0.38,1.74,,0.05,145,209,very high,3.25,0.59,9.3,6,white
2331,7.5,0.3,1.6,1.4,0.032,131,161,low,2.95,0.42,10.5,5,white
2332,6.3,0.4,1.92,10.6,0.049,162,209,very high,3.47,0.59,9.3,6,white
2333,6.8,0.37,2.24,1.9,0.024,222,106,low,3.45,0.6,12.6,8,white
2334,7.5,0.23,1.75,17.8,0.058,234,212,very high,3.44,0.43,8.9,5,white
2335,8.3,0.27,1.7,10.2,0.048,144,118,very high,3.18,0.51,10.3,5,white
2336,,0.26,1.1,4.8,0.041,210,198,medium,3.29,0.67,10.6,5,white
2337,6.5,0.28,1.4,9.8,0.067,135,180,very high,3.15,0.57,9,4,white
2338,7.2,0.34,1.5,8.4,0.051,140,167,very high,3.48,0.62,9.7,5,white
2339,7,0.23,1.56,7.2,0.041,141,90,high,3.22,0.55,9.5,6,white
2340,7.7,0.29,1.74,4.8,0.06,145,156,high,3.49,0.59,10.3,6,white
2341,7.2,0.34,1.5,8.4,0.051,138,167,very high,3.48,0.62,9.7,5,white
2342,7.7,0.4,2.16,4.5,0.034,187,95,low,3.21,0.59,12.3,8,white
2343,6.7,0.17,1.35,1.4,0.032,141,149,medium,3.4,0.52,10.5,5,white
2344,7,0.23,1.56,7.2,0.041,143,90,high,3.22,0.55,9.5,6,white
2345,8.1,0.24,1.56,11,0.043,163,211,high,3.11,0.49,10,6,white
2346,7.7,0.28,2.52,11.1,0.039,136,179,very high,3.08,0.44,8.8,4,white
2347,,0.23,1.74,2.6,0.031,144,98,low,3,0.54,10.9,6,white
2348,8.3,0.26,1.86,2,0.029,134,141,low,2.95,,12.2,6,white
2349,7.9,0.46,2,10.1,0.168,121,184,very high,3.06,0.62,9.5,5,white
2350,7.9,0.31,1.1,13.3,0.048,146,212,very high,3.47,0.59,10,5,white
2351,7.9,,2.04,11.4,0.04,173,202,very high,3.11,0.57,9.6,6,white
2352,,0.28,0.96,1.3,0.06,156,126,medium,3.13,0.46,8.7,6,white
2353,7,0.18,1.82,1.4,0.044,190,89,medium,3.39,0.48,10.7,7,white
2354,6.5,0.21,1.68,1.4,0.046,142,66,low,3.43,0.48,11.1,6,white
2355,7.6,0.48,2.31,7,0.024,154,130,low,3.25,0.45,12.5,7,white
2356,7.1,0.34,1.92,2,0.051,151,130,medium,3.3,0.5,10.4,6,white
2357,8.9,0.21,1.85,1.2,0.028,120,93,medium,3.2,0.37,11.5,5,white
2358,,0.32,1.35,12.9,0.04,156,221,very high,3.05,0.66,9.4,5,white
2359,6,0.495,1.35,5,0.157,117,129,medium,3.03,0.36,9.3,5,white
2360,8.1,,2.04,10.1,0.05,152,121,very high,3.17,0.49,10.1,6,
2361,,0.25,2.3,3.75,0.05,110,102,high,3.28,0.58,9.7,5,white
2362,6.5,0.18,1.74,1.7,0.035,163,144,medium,3.49,,10.5,6,white
2363,6.7,0.24,1.3,12.6,0.053,142,182,very high,3.42,0.42,9.7,5,white
2364,6.6,,1.2,1.3,0.06,142.5,204,high,3.59,0.51,9.2,5,white
2365,7.6,0.32,1.75,1.6,0.092,130,138,medium,3.19,0.44,9.8,5,white
2366,7.4,0.33,2.2,7.6,0.05,140,227,high,3.12,0.52,9,5,white
2367,7.2,0.3,1.8,8.1,0.05,160,188,high,3.15,0.49,9.1,6,white
2368,7.4,0.34,1.8,14.9,0.037,190,169,high,3.25,0.37,10.4,6,white
2369,6.1,0.16,1.74,6,0.03,147,144,medium,3.68,0.46,10.7,6,white
2370,6.3,0.1,1.68,6,0.039,157,107,high,3.59,0.49,10.5,7,white
2371,6.2,0.45,3.65,7.2,0.099,143,202,high,3.21,0.43,9.2,5,white
2372,6,0.33,0.72,3,0.036,83,85,low,3.28,0.4,11.5,4,
2373,7.6,0.48,1.11,1.2,0.034,59,57,medium,3.05,0.54,10.4,3,white
2374,7.2,0.2,1.8,2,0.039,161,188,low,3.3,0.41,,6,white
2375,7,0.32,1.74,4.9,0.036,157,150,low,3.38,0.43,12.2,6,white
2376,7.2,0.2,1.8,2,0.039,159,188,low,3.3,0.41,12,6,white
2377,7,0.22,1.74,8.9,0.05,148,90,high,3.29,,9.8,6,white
2378,9.4,0.23,2.8,16.45,0.063,152.5,282,very high,3.1,0.51,9.3,5,
2379,6.4,0.27,0.76,2,0.084,101,191,high,3.49,,9.6,4,white
2380,,0.27,0.76,1.9,0.085,,196,high,3.49,0.64,9.5,4,white
2381,7,0.23,2.52,5.1,0.042,155,144,high,3.5,0.59,10.2,6,white
2382,6.9,0.15,2.24,4.4,0.029,172,107,medium,3.24,,10.4,8,
2383,6.7,0.26,1.74,5.8,0.025,144,74,medium,3.28,0.53,11,6,white
2384,6.9,0.15,2.24,4.4,0.029,174,107,medium,3.24,0.46,10.4,8,white
2385,7.6,0.2,3.4,12.9,0.042,158,160,very high,3.05,0.41,8.7,5,white
2386,6.9,0.3,1.16,1.3,0.053,110,189,medium,3.29,0.54,9.9,4,white
2387,6.9,0.3,1.2,1.3,0.053,104,186,medium,3.29,0.54,9.9,4,white
2388,7.6,0.21,1.4,1.2,0.041,89,106,low,3.06,0.45,11.3,4,white
2389,6.8,0.46,2.08,2.7,0.042,182,83,low,3.38,0.51,12,8,white
2390,7,0.28,2.08,1.7,0.042,196,130,medium,3.43,0.5,10.7,8,white
2391,6.5,0.24,1.74,8.2,0.043,152,156,medium,3.13,0.7,10.1,6,white
2392,6.4,0.17,2.38,1.5,0.091,180,135,medium,3.25,,9.6,7,white
2393,6.4,0.17,2.04,1.5,0.093,163,136,medium,3.25,0.49,9.6,6,white
2394,6.3,0.695,2.75,12.9,0.056,160,252,very high,3.29,0.49,8.7,5,white
2395,7,,1.45,3.9,0.059,130,199,high,3.54,0.59,10.3,5,white
2396,,0.3,1.25,17.75,0.047,121,218,very high,2.98,0.66,9.1,5,white
2397,6.5,0.19,1.62,4.9,0.037,137,101,low,3.17,0.41,11.8,6,white
2398,,0.36,2.34,1.6,0.024,146,93,low,3.15,0.49,11.9,6,white
2399,6.1,0.16,1.44,1.4,0.046,139,77,medium,3.66,0.57,10.3,6,white
2400,9.2,0.19,1.68,2,0.047,98,104,high,3.09,0.66,10,4,white
2401,,0.16,1.96,2,0.044,100,107,high,3.1,0.53,10.2,4,white
2402,8,0.26,1.68,8.2,0.038,196,202,high,3.12,0.56,10,6,white
2403,8.8,0.33,2.16,2.1,0.034,141,125,low,2.96,0.98,12.7,6,white
2404,9.8,0.16,2.3,1.8,0.046,125,130,high,3.04,0.67,9.6,5,white
2405,6.6,0.23,0.9,8.5,0.044,165,188,high,3.16,0.49,9.5,5,white
2406,7.9,0.44,1.56,4.45,0.033,145,100,low,3.17,0.52,12.7,6,white
2407,7.6,0.31,1.62,5.8,0.036,145,109,medium,3.34,0.54,11,6,white
2408,7.5,0.705,0.5,13,0.044,148,214,very high,3.1,0.5,9.1,5,white
2409,7.1,0.21,1.12,2.7,0.034,99,111,medium,3.35,0.64,10.2,4,white
2410,7,0.16,1.56,7.3,0.047,150,220,high,3.38,0.58,10.1,6,white
2411,8,0.27,1.5,19.1,0.045,168,208,very high,3.05,0.5,9.2,6,white
2412,6.3,0.38,0.68,8.8,0.08,128,212,very high,3.47,0.66,9.4,4,white
2413,,0.21,1.12,2.7,0.034,101,111,medium,3.35,0.64,10.2,4,white
2414,6.2,0.38,0.72,7.4,0.095,110,195,very high,3.53,0.71,9.2,4,white
2415,8.2,0.24,1.5,2.3,0.05,,106,medium,2.98,0.5,10,5,white
2416,7,0.16,1.56,6.85,0.047,154,220,high,3.38,0.58,10.1,6,white
2417,7.3,,0.45,11.4,0.044,145,204,very high,3.15,0.46,9,5,white
2418,6.3,0.41,0.8,0.9,0.032,121,98,medium,3.16,0.42,9.5,5,white
2419,6.1,0.36,2.05,19.35,0.07,165,207,very high,3.39,,9.1,5,white
2420,8.1,0.4,2.24,7.9,0.031,159,118,low,3.05,0.46,13.3,7,white
2421,6.8,0.26,2.15,11.75,0.045,159,198,high,3.26,0.55,9.5,5,white
2422,,0.44,0.9,7.7,0.096,128,210,very high,3.56,0.72,9.2,5,white
2423,7.2,0.24,1.74,3,0.036,137,117,medium,3.36,0.68,10.1,6,white
2424,6.2,0.44,0.9,7.7,0.096,130,210,very high,3.56,,9.2,5,white
2425,7.2,0.24,1.74,3,0.036,137,117,medium,3.36,0.68,10.1,6,white
2426,,0.22,1.56,1.5,0.04,150,172,low,3.27,0.48,11.2,6,white
2427,8.1,0.34,1.68,7.5,0.04,190,230,high,3.14,0.55,9.8,6,white
2428,7.3,0.22,1.56,1.5,0.04,154,172,low,3.27,0.48,11.2,6,white
2429,8.1,0.34,1.68,7.5,0.04,192,230,high,3.14,0.55,9.8,6,white
2430,6.4,0.28,0.85,8.3,0.042,155,195,high,3.22,0.46,9.4,5,white
2431,6.3,0.29,0.7,7.05,0.045,146,177,high,3.23,0.42,9,5,white
2432,6.4,0.27,0.85,8.4,0.044,162,198,high,3.21,0.47,9.4,5,white
2433,,0.35,,13.9,0.054,179,229,very high,3.11,0.5,8.9,6,white
2434,8.3,0.28,1.62,17.5,0.045,172,253,very high,3.02,0.56,9.1,6,white
2435,6.4,0.35,1.4,5.6,0.034,89,148,medium,3.17,0.5,9.8,4,white
2436,6.9,0.43,1.4,9.4,0.056,127,183,high,3.17,0.43,9.4,5,white
2437,8,0.26,1.68,4.8,0.05,156,150,medium,3.13,0.5,10,6,white
2438,6.9,0.43,1.4,9.4,0.056,127,183,high,3.17,0.43,9.4,5,white
2439,7.3,0.27,2.22,9.7,0.042,152,130,very high,3.48,,9.9,6,white
2440,,0.46,1.3,6.3,0.147,145,159,medium,3.14,,10,5,white
2441,7.2,0.2,1.68,1.6,0.028,137,168,low,3.17,1.06,11.5,6,white
2442,7.6,0.285,1.6,14.6,0.063,128,201,very high,3,0.45,9.2,5,white
2443,,0.32,1.65,2.5,0.052,140,219.5,medium,3.15,0.6,10,5,white
2444,7.6,0.285,1.6,14.6,0.063,126,201,very high,3,,9.2,5,
2445,,0.34,1.7,2.6,0.051,140.5,210,medium,3.15,0.61,10,5,white
2446,6.6,0.32,1.65,2.5,0.052,136,210,medium,3.15,0.6,10,5,white
2447,6.5,0.27,1.56,8.2,0.042,137,133,high,3.43,0.64,9.8,6,white
2448,6.6,0.26,1.62,1.5,0.04,139,114,,3.36,0.62,10.5,6,
2449,6.7,0.27,1.56,2.3,0.043,185,181,medium,3.45,0.63,10.6,6,white
2450,6.6,0.56,0.75,10,0.037,144,157,high,3.28,0.52,9.4,5,white
2451,6.6,0.56,0.75,10,0.037,142,157,high,3.28,0.52,9.4,5,white
2452,7.3,0.19,1.89,1.6,0.027,173,136,medium,3.38,0.54,11,7,white
2453,6.3,0.2,1.56,1.6,0.027,156,141,medium,3.53,,10.8,6,white
2454,7.1,0.29,1.5,16,0.036,154,201,very high,3.3,0.67,9,5,white
2455,7.8,0.32,1.98,10.4,0.031,165,194,high,3.07,0.58,,6,white
2456,8.1,0.33,2.16,7.4,0.037,158,156,high,3.19,0.54,10.6,6,white
2457,8.1,,2.16,7.4,0.037,158,156,high,3.19,0.54,10.6,6,white
2458,7.8,,1.98,10.4,0.031,165,194,high,3.07,0.58,9.6,6,white
2459,6.6,,1.2,16.05,0.045,131,147,very high,3.08,0.52,9.2,5,white
2460,6.6,0.33,1.2,16.05,0.045,135,147,very high,3.08,0.52,9.2,5,white
2461,8.2,0.26,1.65,2.6,0.053,111,71,medium,2.89,0.49,9.5,5,white
2462,8.3,0.25,1.65,2.5,0.053,112,72,medium,2.89,0.48,9.5,5,white
2463,7,0.26,1.82,10.8,0.039,181,184,very high,3.47,0.58,10.3,7,
2464,6,0.26,0.75,1.2,0.053,139,124,medium,3.08,0.46,8.8,5,white
2465,7.5,0.28,3.9,12.1,0.041,153,161,,2.98,0.44,8.7,5,white
2466,7.5,,3.95,11.95,0.04,161,159,very high,2.98,0.44,8.7,5,white
2467,7,0.28,1.92,1.7,0.038,147,128,medium,3.2,0.62,10.2,6,white
2468,5.2,0.16,2.04,0.8,0.029,144,77,low,3.25,0.51,10.1,6,white
2469,6.8,0.34,0.5,1.4,0.049,133,118,medium,3.21,0.41,9.5,5,white
2470,7.6,,1.7,1.3,0.056,136,176,medium,3.1,,9.5,5,white
2471,5.6,0.35,2.8,6.3,0.022,163,174,low,3.54,0.5,11.6,7,white
2472,8.8,0.24,1.38,10.3,0.032,126,97,high,3.13,,,6,white
2473,6,,1.26,15.55,0.043,138,142,high,3.11,0.54,10.1,6,white
2474,6.1,0.27,2.17,1.5,0.035,157,83,low,3.32,0.44,11.1,7,white
2475,7.4,0.56,0.45,1.5,0.071,119,117,high,3.22,0.53,9.8,5,white
2476,6.8,0.29,2.94,1.4,0.142,168,148,medium,3.08,0.49,9,6,white
2477,,0.27,2.17,1.5,0.035,159,83,low,3.32,0.44,11.1,7,white
2478,6.3,0.27,2.22,7.9,0.047,170,215,high,3.19,0.48,9.5,6,white
2479,6.6,0.24,1.8,13,0.052,138,143,very high,3.37,,9.4,6,white
2480,6.8,0.32,1.5,1,0.049,126,113,medium,3.24,0.61,10.2,5,
2481,6.4,0.37,2.22,4.85,0.041,159.5,216.5,medium,3.1,0.5,9.8,6,white
2482,6.2,,2.22,7.1,0.047,170,201,high,3.19,0.48,9.5,6,white
2483,6.3,0.27,2.22,7.9,0.047,,215,high,3.19,0.48,9.5,6,white
2484,6.4,0.3,0.8,7.5,0.05,155,191,high,3.17,0.49,9,5,white
2485,8,,1.92,7.6,0.045,,204,high,3.1,0.55,10.1,6,white
2486,6.7,0.24,1.6,10.3,0.079,143,122,high,3.02,,8.8,5,white
2487,7.9,0.27,1.62,1.7,0.034,143,122,low,2.97,0.51,11.9,6,white
2488,7.9,0.27,1.62,1.7,0.034,147,122,low,2.97,0.51,11.9,6,white
2489,6.1,0.28,1.44,19.95,0.074,156,174,very high,3.19,0.44,9.3,6,white
2490,7.7,0.39,2.94,,0.036,127,110,high,3.33,0.76,10,6,white
2491,6,0.2,1.2,5.3,0.075,151,201,medium,3.21,0.43,9.5,5,white
2492,6.1,0.28,1.44,19.95,0.074,154,174,very high,3.19,0.44,9.3,6,white
2493,7.6,0.31,0.92,12.7,0.054,100,139,very high,3.16,0.5,9.7,4,white
2494,7.6,0.31,0.92,12.7,0.054,98,139,very high,3.16,0.5,9.7,4,white
