,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind,kind_num,density_num
1464,8.0,0.44,3.92,9.1,0.031,206.0,151.0,medium,3.16,0.27,12.7,8,white,0.0,2.0
1465,7.0,0.2,3.7,0.8,0.044,123.0,163.0,medium,3.46,0.53,10.2,5,white,0.0,2.0
1466,7.375,0.19,2.94,6.6,0.036,173.0,172.0,medium,3.2,0.535,11.5,6,white,0.0,2.0
1467,7.228,0.25,3.43,3.0,0.03,170.0,96.0,low,3.13,0.39,12.3,7,white,0.0,1.0
1468,6.5,0.24,1.2,1.6,0.046,117.0,60.0,medium,3.19,0.39,9.8,5,white,0.0,2.0
1469,7.2,0.4,2.45,1.1,0.048,109.0,138.0,medium,3.01,0.42,9.3,5,white,0.0,2.0
1470,7.6,0.52,3.43,14.0,0.034,173.0,156.0,high,3.14,0.57,11.8,7,white,0.0,3.0
1471,7.8,0.43,2.94,13.0,0.033,159.0,158.0,high,3.14,0.35,11.3,6,white,0.0,3.0
1472,7.8,0.21,2.45,1.35,0.052,106.0,48.0,low,3.15,0.28,11.4,5,white,0.0,1.0
1473,7.0,0.2,2.94,5.9,0.038,163.0,128.0,medium,3.21,0.48,10.8,6,white,0.0,2.0
1474,6.9,0.25,0.96,3.6,0.057,95.0,85.0,medium,2.99,0.48,9.5,4,white,0.0,2.0
1475,7.2,0.08,2.94,1.3,0.05,142.0,148.0,medium,3.46,0.44,10.2,6,white,0.0,2.0
1476,7.1,0.391,2.45,8.7,0.028,138.0,184.0,high,3.22,0.36,10.7,5,white,0.0,3.0
1477,7.409,0.51,1.44,1.2,0.04,126.0,104.0,low,3.05,0.29,10.8,6,nan,,1.0
1478,7.9,0.22,1.44,4.6,0.044,155.0,159.0,medium,2.99,0.28,11.5,6,white,0.0,2.0
1479,7.7,0.16,2.94,2.0,0.056,140.0,124.0,medium,3.32,0.49,10.7,6,white,0.0,2.0
1480,7.2,0.08,2.94,1.3,0.05,136.0,148.0,medium,3.46,0.44,10.2,6,white,0.0,2.0
1481,6.6,0.25,1.44,1.7,0.048,148.0,124.0,medium,3.37,0.6,10.1,6,white,0.0,2.0
1482,6.7,0.16,2.94,2.4,0.046,179.0,187.0,high,3.62,0.81,10.4,6,white,0.0,3.0
1483,6.9,0.401,0.96,3.6,0.057,93.0,85.0,medium,2.99,0.48,9.5,4,white,0.0,2.0
1484,7.626,0.32,0.72,4.6,0.053,158.262,134.0,high,3.14,0.5,9.1,3,white,0.0,3.0
1485,7.4,0.28,2.94,1.5,0.034,146.0,126.0,low,2.98,0.39,10.6,6,white,0.0,1.0
1486,6.2,0.15,2.94,0.9,0.033,135.0,51.0,medium,3.3,0.7,9.4,6,white,0.0,2.0
1487,6.7,0.25,4.44,19.4,0.054,157.442,169.0,very high,3.51,0.45,9.8,6,white,0.0,4.0
1488,6.5,0.26,4.44,13.3,0.044,190.0,224.0,very high,3.18,0.54,9.5,6,white,0.0,4.0
1489,7.9,0.16,3.7,17.85,0.037,156.0,187.0,very high,2.99,0.41,9.3,5,white,0.0,4.0
1490,5.6,0.185,2.94,1.1,0.03,146.0,117.0,low,3.55,0.551,10.3,6,white,0.0,1.0
1491,7.5,0.2,2.45,1.3,0.031,104.0,97.0,low,3.06,0.62,11.1,5,white,0.0,1.0
1492,8.0,0.406,2.45,9.4,0.046,143.0,188.0,high,3.14,0.48,10.0,5,white,0.0,3.0
1493,8.0,0.34,3.92,9.0,0.033,201.0,180.0,medium,3.13,0.38,12.3,8,white,0.0,2.0
1494,7.7,0.35,3.92,8.65,0.033,204.0,186.0,medium,3.14,0.38,12.4,8,white,0.0,2.0
1495,7.6,0.29,3.43,9.6,0.03,185.0,197.0,medium,3.13,0.38,12.3,7,white,0.0,2.0
1496,6.7,0.62,1.2,1.1,0.039,102.0,62.0,medium,3.41,0.32,10.4,5,white,0.0,2.0
1497,6.8,0.27,3.43,1.2,0.044,175.0,126.0,low,3.13,0.48,12.1,7,white,0.0,1.0
1498,7.7,0.27,2.94,1.8,0.041,141.0,86.0,low,3.16,0.42,12.5,6,white,0.0,1.0
1499,6.7,0.51,1.44,2.1,0.043,134.0,155.0,low,3.22,0.6,13.0,6,white,0.0,1.0
1500,7.4,0.19,3.43,9.3,0.03,164.0,132.0,medium,2.99,0.32,11.0,7,white,0.0,2.0
1501,8.3,0.2,2.45,1.7,0.04,134.0,169.0,medium,3.05,0.37,10.1,5,white,0.0,2.0
1502,6.6,0.3,1.2,1.2,0.034,113.0,121.0,medium,3.13,0.36,9.2,5,white,0.0,2.0
1503,6.8,0.36,1.68,4.6,0.039,162.0,124.0,low,3.27,0.34,12.6,7,white,0.0,1.0
1504,7.395,0.17,2.183,7.328,0.045,182.0,126.0,medium,3.26,0.38,12.2,8,white,0.0,2.0
1505,7.583,0.18,3.43,7.246,0.041,183.0,130.0,medium,3.04,0.49,9.8,7,white,0.0,2.0
1506,8.1,0.2,2.94,8.1,0.051,173.0,205.0,high,3.1,0.577,11.0,6,white,0.0,3.0
1507,7.8,0.26,4.44,7.5,0.044,177.0,160.0,high,3.22,0.64,10.0,6,white,0.0,3.0
1508,6.8,0.21,2.94,14.5,0.06,170.0,170.0,very high,3.55,0.586,9.8,6,white,0.0,4.0
1509,7.687,0.2,2.45,1.6,0.053,115.0,144.0,medium,3.16,0.47,10.5,5,white,0.0,2.0
1510,8.0,0.18,2.45,1.8,0.061,110.0,145.0,medium,3.23,0.48,10.0,5,white,0.0,2.0
1511,8.8,0.23,4.44,3.2,0.042,137.0,126.0,medium,3.02,0.51,11.2,6,white,0.0,2.0
1512,7.3,0.35,3.43,9.4,0.034,171.0,134.0,medium,2.99,0.32,11.0,7,white,0.0,2.0
1513,7.3,0.22,2.94,9.9,0.031,172.0,161.0,medium,3.01,0.28,11.2,6,white,0.0,2.0
1514,7.4,0.19,3.43,9.3,0.03,170.0,132.0,medium,2.99,0.32,11.0,7,white,0.0,2.0
1515,7.3,0.155,2.94,1.3,0.039,152.939,136.0,medium,3.14,0.77,10.5,6,white,0.0,2.0
1516,8.2,0.22,2.94,9.6,0.037,171.0,154.0,high,3.02,0.33,10.6,6,white,0.0,3.0
1517,8.2,0.24,2.94,9.3,0.038,170.0,163.0,high,3.02,0.33,10.6,6,white,0.0,3.0
1518,8.4,0.23,2.94,7.8,0.035,140.0,95.0,medium,3.04,0.34,12.0,6,white,0.0,2.0
1519,8.3,0.2,2.45,1.7,0.04,136.0,169.0,medium,3.05,0.37,10.1,5,white,0.0,2.0
1520,7.459,0.2,2.94,1.7,0.038,162.0,167.0,medium,3.05,0.37,10.1,6,white,0.0,2.0
1521,6.6,0.3,1.2,1.2,0.034,117.0,121.0,medium,3.13,0.36,9.2,5,white,0.0,2.0
1522,6.9,0.21,2.45,1.4,0.041,113.0,164.0,medium,3.25,0.63,11.0,5,white,0.0,2.0
1523,8.0,0.344,2.94,9.0,0.044,155.0,185.0,very high,3.34,0.49,10.0,6,white,0.0,4.0
1524,6.6,0.21,2.94,18.15,0.042,157.0,158.0,very high,3.28,0.39,8.7,6,white,0.0,4.0
1525,7.2,0.27,3.7,12.5,0.037,147.0,156.0,very high,3.04,0.44,8.7,5,white,0.0,4.0
1526,7.844,0.27,2.94,1.1,0.037,157.0,156.0,low,3.15,0.54,11.1,6,white,0.0,1.0
1527,7.635,0.28,2.94,7.7,0.045,164.0,195.0,high,3.04,0.55,11.0,6,white,0.0,3.0
1528,7.802,0.27,2.94,1.1,0.037,153.0,156.0,low,3.15,0.54,11.1,6,white,0.0,1.0
1529,6.6,0.21,2.94,18.15,0.042,157.0,158.0,very high,3.28,0.39,8.7,6,white,0.0,4.0
1530,7.2,0.398,3.7,12.5,0.037,147.0,156.0,very high,3.04,0.44,8.7,5,white,0.0,4.0
1531,8.1,0.3,3.43,8.1,0.037,168.0,174.0,medium,3.1,0.3,11.2,7,white,0.0,2.0
1532,7.5,0.23,3.43,7.7,0.049,199.0,209.0,medium,3.14,0.591,11.1,7,white,0.0,2.0
1533,7.3,0.26,2.94,5.0,0.028,144.0,107.0,medium,3.24,0.54,10.8,6,white,0.0,2.0
1534,7.1,0.18,4.44,15.6,0.044,164.0,176.0,very high,3.38,0.67,9.0,6,white,0.0,4.0
1535,8.5,0.355,2.94,1.5,0.031,135.0,122.0,medium,3.03,0.4,10.3,6,white,0.0,2.0
1536,8.9,0.13,2.45,1.0,0.028,156.764,24.0,medium,2.91,0.32,9.9,5,white,0.0,2.0
1537,8.1,0.28,2.94,1.0,0.04,150.0,148.0,medium,3.13,0.41,10.0,6,white,0.0,2.0
1538,7.403,0.17,2.94,1.0,0.034,152.0,106.0,low,3.21,0.42,9.8,6,white,0.0,1.0
1539,7.3,0.26,2.94,5.0,0.028,150.0,107.0,medium,3.24,0.54,10.8,6,white,0.0,2.0
1540,7.434,0.18,4.44,15.6,0.044,162.0,176.0,very high,3.38,0.67,9.0,6,white,0.0,4.0
1541,7.1,0.53,0.96,0.8,0.029,109.0,86.0,medium,3.16,0.32,9.1,4,white,0.0,2.0
1542,7.2,0.16,2.94,1.3,0.037,147.0,104.0,medium,3.23,0.57,10.6,6,white,0.0,2.0
1543,7.3,0.14,2.94,1.1,0.038,150.0,99.0,medium,3.2,0.601,10.6,6,white,0.0,2.0
1544,8.9,0.13,2.45,1.0,0.028,108.0,24.0,medium,2.91,0.32,9.9,5,white,0.0,2.0
1545,7.9,0.12,2.94,5.2,0.049,151.0,152.0,high,3.18,0.47,10.6,6,white,0.0,3.0
1546,6.7,0.29,2.94,4.7,0.034,151.0,156.0,medium,3.13,0.45,9.9,6,white,0.0,2.0
1547,6.7,0.3,2.94,4.8,0.034,158.0,158.0,medium,3.12,0.593,9.9,6,white,0.0,2.0
1548,7.377,0.422,1.44,1.8,0.025,150.0,102.0,low,3.34,0.59,12.8,6,white,0.0,1.0
1549,8.5,0.15,2.94,1.5,0.031,145.0,122.0,medium,3.03,0.4,10.3,6,white,0.0,2.0
1550,7.567,0.18,2.94,5.2,0.051,154.0,157.0,high,3.18,0.48,10.6,6,white,0.0,3.0
1551,6.6,0.19,2.265,1.2,0.122,163.0,129.0,medium,3.09,0.31,8.7,6,white,0.0,2.0
1552,7.699,0.21,3.43,1.8,0.038,188.0,152.0,low,3.32,0.44,12.6,7,white,0.0,1.0
1553,7.371,0.3,3.43,7.6,0.057,165.0,156.0,high,3.43,0.63,11.0,7,white,0.0,3.0
1554,7.9,0.42,3.43,8.2,0.056,172.0,164.0,high,3.29,0.6,11.2,7,nan,,3.0
1555,6.9,0.24,3.43,1.3,0.032,171.0,148.0,medium,3.45,0.57,10.7,7,white,0.0,2.0
1556,7.6,0.23,2.94,10.0,0.036,163.0,182.0,high,3.08,0.58,9.6,6,white,0.0,3.0
1557,7.9,0.18,2.94,5.2,0.051,156.0,157.0,high,3.18,0.48,10.6,6,white,0.0,3.0
1558,6.2,0.43,1.96,6.4,0.045,90.0,115.0,high,3.27,0.57,9.0,4,white,0.0,3.0
1559,8.8,0.35,1.96,1.0,0.036,94.0,56.0,low,2.96,0.33,10.5,4,white,0.0,1.0
1560,7.8,0.3,4.44,1.8,0.033,153.0,156.0,low,3.29,0.52,12.8,6,white,0.0,1.0
1561,9.1,0.28,2.45,2.0,0.059,110.0,112.0,high,3.15,0.587,10.1,5,white,0.0,3.0
1562,7.1,0.34,3.43,1.5,0.027,166.0,126.0,low,3.3,0.33,12.2,7,white,0.0,1.0
1563,7.8,0.3,4.44,1.8,0.033,149.0,156.0,low,3.29,0.52,12.8,6,white,0.0,1.0
1564,9.1,0.28,2.45,2.0,0.059,114.0,112.0,high,3.15,0.591,10.1,5,white,0.0,3.0
1565,8.5,0.19,2.94,3.5,0.044,149.0,117.0,medium,3.14,0.51,10.1,6,white,0.0,2.0
1566,7.6,0.18,2.45,18.05,0.046,134.0,158.0,very high,3.06,0.41,9.2,5,white,0.0,4.0
1567,7.5,0.19,2.45,1.8,0.055,117.0,110.0,medium,3.33,0.546,9.9,5,white,0.0,2.0
1568,7.4,0.3,2.94,8.2,0.055,167.0,188.0,very high,3.52,0.58,9.7,6,white,0.0,4.0
1569,6.7,0.3,3.7,5.0,0.038,137.0,157.0,medium,3.21,0.46,9.9,5,white,0.0,2.0
1570,6.6,0.3,3.7,4.6,0.041,136.0,159.0,medium,3.21,0.45,9.9,5,white,0.0,2.0
1571,7.4,0.3,2.94,8.2,0.055,169.0,188.0,very high,3.52,0.55,9.7,6,white,0.0,4.0
1572,6.9,0.22,2.94,7.0,0.063,168.0,168.0,high,3.54,0.554,10.3,6,white,0.0,3.0
1573,7.8,0.26,2.45,3.1,0.045,119.0,116.0,medium,3.16,0.35,10.3,5,white,0.0,2.0
1574,7.475,0.17,1.96,8.8,0.048,101.0,108.0,medium,2.88,0.34,10.5,4,white,0.0,2.0
1575,7.615,0.17,4.44,2.4,0.053,177.0,182.0,high,3.63,0.76,10.5,6,white,0.0,3.0
1576,6.2,0.27,2.94,1.4,0.05,136.0,74.0,medium,3.32,0.536,9.8,6,white,0.0,2.0
1577,7.1,0.64,1.96,1.8,0.05,99.0,128.0,medium,3.31,0.58,10.6,4,white,0.0,2.0
1578,7.219,0.18,3.7,11.9,0.046,154.0,168.0,very high,3.58,0.68,10.1,5,white,0.0,4.0
1579,7.6,0.31,1.96,13.4,0.062,132.0,191.0,very high,3.22,0.53,9.0,4,white,0.0,4.0
1580,9.8,0.31,2.45,15.4,0.046,111.0,119.0,very high,3.18,0.45,9.5,5,white,0.0,4.0
1581,9.0,0.368,2.94,7.2,0.039,154.0,84.0,medium,2.94,0.32,11.5,6,white,0.0,2.0
1582,7.226,0.24,3.43,7.4,0.039,190.0,108.0,medium,3.03,0.33,11.9,7,white,0.0,2.0
1583,6.4,0.18,3.7,11.9,0.046,156.0,168.0,very high,3.58,0.593,10.1,5,white,0.0,4.0
1584,6.4,0.25,4.44,7.8,0.045,172.0,209.0,high,3.21,0.42,9.2,6,white,0.0,3.0
1585,7.3,0.3,3.7,13.5,0.039,144.0,165.0,very high,3.02,0.583,8.7,5,white,0.0,4.0
1586,9.3,0.409,2.45,1.3,0.042,134.0,147.0,nan,3.11,0.559,9.8,5,white,0.0,
1587,6.4,0.25,4.44,7.8,0.045,176.0,209.0,high,3.21,0.42,9.2,6,white,0.0,3.0
1588,7.3,0.3,3.7,13.5,0.039,142.0,165.0,very high,3.02,0.4,8.7,5,white,0.0,4.0
1589,7.463,0.27,4.44,1.5,0.036,147.0,122.0,medium,3.35,0.48,11.2,6,white,0.0,2.0
1590,7.9,0.14,4.44,1.2,0.028,154.0,165.0,low,3.08,0.82,12.3,6,white,0.0,1.0
1591,6.4,0.12,2.94,6.4,0.042,165.0,161.0,medium,3.34,0.44,10.4,6,white,0.0,2.0
1592,6.8,0.21,4.44,1.2,0.047,147.0,111.0,low,3.13,0.41,10.7,6,white,0.0,1.0
1593,8.6,0.16,2.94,7.3,0.043,123.0,63.0,high,3.13,0.59,10.5,6,white,0.0,3.0
1594,7.0,0.29,2.94,3.8,0.047,157.0,136.0,medium,2.95,0.4,9.4,6,white,0.0,2.0
1595,6.4,0.27,2.94,7.3,0.046,147.622,206.0,high,3.24,0.43,9.2,6,white,0.0,3.0
1596,6.6,0.55,0.05,2.7,0.034,154.0,122.0,low,3.15,0.3,11.9,5,white,0.0,1.0
1597,6.4,0.27,2.94,7.3,0.046,173.0,206.0,high,3.24,0.43,9.2,6,white,0.0,3.0
1598,6.3,0.24,4.44,1.4,0.072,144.0,108.0,medium,3.27,0.39,9.9,6,white,0.0,2.0
1599,6.7,0.33,2.94,1.6,0.064,142.0,94.0,low,3.11,0.5,11.4,6,white,0.0,1.0
1600,7.0,0.29,2.94,3.8,0.047,159.0,136.0,medium,2.95,0.4,9.4,6,white,0.0,2.0
1601,8.2,0.34,2.94,8.0,0.046,177.0,223.0,high,3.08,0.52,10.7,6,white,0.0,3.0
1602,5.6,0.39,1.2,7.192,0.034,131.0,77.0,low,3.28,0.36,12.7,5,white,0.0,1.0
1603,5.6,0.41,1.68,1.9,0.034,146.0,53.0,low,3.32,0.5,13.5,7,white,0.0,1.0
1604,7.623,0.41,0.05,2.8,0.048,143.0,137.0,medium,3.24,0.35,9.5,5,white,0.0,2.0
1605,7.1,0.26,4.41,2.2,0.032,215.0,113.0,low,3.37,0.42,12.9,9,white,0.0,1.0
1606,7.5,0.32,2.94,1.7,0.031,164.0,109.0,low,3.07,0.46,12.5,6,white,0.0,1.0
1607,5.8,0.19,3.43,4.9,0.04,184.0,118.0,medium,3.34,0.38,9.5,7,white,0.0,2.0
1608,6.9,0.27,2.45,7.488,0.057,163.0,235.0,very high,2.98,0.47,8.6,5,white,0.0,4.0
1609,7.553,0.2,3.43,11.8,0.048,186.0,212.0,high,3.09,0.46,10.0,7,white,0.0,3.0
1610,7.5,0.374,2.94,1.7,0.031,164.0,109.0,low,3.07,0.46,12.5,6,white,0.0,1.0
1611,8.2,0.26,2.94,5.2,0.04,141.0,100.0,medium,3.12,0.34,10.1,6,white,0.0,2.0
1612,7.8,0.26,3.43,3.2,0.027,168.0,87.0,low,3.03,0.32,11.3,7,white,0.0,1.0
1613,8.0,0.14,3.43,1.5,0.035,176.0,120.0,medium,3.26,0.4,10.6,7,white,0.0,2.0
1614,8.0,0.29,2.45,11.7,0.035,138.0,131.0,high,3.14,0.34,10.8,5,white,0.0,3.0
1615,7.5,0.19,2.94,1.6,0.047,162.0,140.0,medium,3.4,0.47,10.7,6,white,0.0,2.0
1616,6.9,0.34,2.94,7.3,0.045,183.0,206.0,high,3.09,0.4,9.0,6,white,0.0,3.0
1617,6.2,0.2,2.94,1.6,0.065,139.0,143.0,medium,3.22,0.52,9.2,6,white,0.0,2.0
1618,6.4,0.37,2.94,13.3,0.045,171.0,243.0,very high,3.14,0.48,8.5,6,white,0.0,4.0
1619,7.809,0.22,3.92,6.0,0.029,189.0,128.0,medium,3.41,0.36,11.3,8,white,0.0,2.0
1620,7.8,0.26,3.43,3.2,0.027,168.0,87.0,low,3.03,0.32,11.3,7,white,0.0,1.0
1621,8.9,0.32,2.45,1.6,0.05,121.0,131.0,high,3.13,0.34,9.4,5,white,0.0,3.0
1622,6.5,0.44,2.94,7.7,0.045,132.0,169.0,high,3.11,0.37,8.7,6,white,0.0,3.0
1623,7.0,0.14,2.94,5.9,0.053,140.0,118.0,high,3.36,0.36,9.4,6,white,0.0,3.0
1624,9.0,0.17,3.43,1.0,0.039,184.0,131.0,medium,3.09,0.51,10.5,7,white,0.0,2.0
1625,6.4,0.406,2.94,6.4,0.037,155.0,161.0,high,3.38,0.53,9.7,6,white,0.0,3.0
1626,9.0,0.22,2.94,10.4,0.048,172.0,195.0,very high,3.31,0.57,10.2,6,white,0.0,4.0
1627,8.9,0.375,2.45,1.6,0.05,117.0,131.0,high,3.13,0.34,9.4,5,nan,,3.0
1628,8.2,0.2,2.94,3.5,0.057,138.0,108.0,medium,3.19,0.35,11.5,6,white,0.0,2.0
1629,7.8,0.15,1.44,7.7,0.047,141.0,98.0,high,2.94,0.31,9.6,6,white,0.0,3.0
1630,6.9,0.25,1.2,1.8,0.053,106.0,121.0,medium,3.23,0.7,11.4,5,white,0.0,2.0
1631,7.296,0.2,2.94,3.5,0.057,132.0,108.0,medium,3.19,0.547,11.5,6,white,0.0,2.0
1632,7.1,0.28,3.92,6.5,0.041,184.0,111.0,medium,3.41,0.58,12.2,8,white,0.0,2.0
1633,7.4,0.19,3.43,6.7,0.037,159.0,110.0,medium,3.2,0.38,11.0,7,white,0.0,2.0
1634,8.3,0.25,2.94,16.8,0.048,174.0,228.0,very high,3.03,0.52,9.2,6,white,0.0,4.0
1635,7.5,0.376,4.44,1.6,0.035,141.0,126.0,medium,3.26,0.45,10.2,6,white,0.0,2.0
1636,7.8,0.49,2.45,7.0,0.043,129.0,149.0,high,3.21,0.33,10.0,5,white,0.0,3.0
1637,7.21,0.12,2.94,1.2,0.042,167.0,160.0,medium,3.13,0.48,9.7,6,white,0.0,2.0
1638,7.6,0.47,2.45,13.0,0.063,142.0,220.0,very high,2.96,0.51,9.2,5,white,0.0,4.0
1639,7.9,0.22,2.45,3.8,0.042,132.0,105.0,medium,3.1,0.39,10.5,5,white,0.0,2.0
1640,7.8,0.49,2.45,7.0,0.043,131.0,149.0,high,3.21,0.33,10.0,5,white,0.0,3.0
1641,6.4,0.22,2.94,7.5,0.054,166.0,151.0,medium,3.27,0.52,10.1,6,white,0.0,2.0
1642,7.3,0.19,3.43,15.55,0.058,188.0,134.0,very high,3.42,0.36,9.1,7,white,0.0,4.0
1643,7.828,0.3,3.43,12.3,0.049,190.0,144.0,very high,3.09,0.57,10.2,7,white,0.0,4.0
1644,7.3,0.19,3.43,15.55,0.058,192.0,134.0,very high,3.42,0.36,9.1,7,white,0.0,4.0
1645,7.5,0.24,3.43,9.4,0.048,188.0,149.0,high,3.17,0.59,10.5,7,white,0.0,3.0
1646,6.4,0.22,2.94,7.5,0.054,162.0,151.0,medium,3.27,0.52,10.1,6,white,0.0,2.0
1647,7.634,0.21,3.43,1.2,0.036,162.0,99.0,low,3.05,0.572,12.1,7,white,0.0,1.0
1648,7.1,0.3,2.45,1.6,0.045,133.0,100.0,medium,3.4,0.59,10.2,5,white,0.0,2.0
1649,6.9,0.26,1.96,1.6,0.058,117.0,166.0,high,3.65,0.52,9.4,4,white,0.0,3.0
1650,7.6,0.36,3.43,3.95,0.044,169.0,131.0,low,3.08,0.67,12.8,7,white,0.0,1.0
1651,6.4,0.42,4.44,12.8,0.076,168.0,209.0,very high,3.12,0.58,9.0,6,white,0.0,4.0
1652,8.2,0.29,1.96,1.0,0.044,109.0,118.0,medium,3.24,0.36,10.9,4,white,0.0,2.0
1653,7.9,0.33,1.68,6.47,0.053,161.0,176.0,very high,3.15,0.38,8.8,6,white,0.0,4.0
1654,6.6,0.46,2.45,7.4,0.052,119.0,184.0,high,3.11,0.38,9.0,5,white,0.0,3.0
1655,7.601,0.28,2.45,1.3,0.046,125.0,142.0,medium,3.09,0.59,10.2,5,white,0.0,2.0
1656,5.8,0.345,2.45,1.1,0.048,123.0,98.0,medium,3.19,0.48,9.2,5,white,0.0,2.0
1657,7.8,0.4,2.94,7.8,0.06,152.0,162.0,high,3.26,0.58,11.3,6,white,0.0,3.0
1658,6.6,0.379,2.45,7.7,0.05,156.0,220.0,high,3.12,0.45,8.8,5,white,0.0,3.0
1659,6.6,0.325,2.45,7.7,0.049,157.0,217.0,high,3.16,0.4,9.3,5,white,0.0,3.0
1660,6.6,0.27,2.94,7.8,0.049,182.0,217.0,high,3.17,0.45,9.4,6,white,0.0,3.0
1661,6.7,0.26,2.94,8.3,0.047,172.0,191.0,high,3.23,0.565,10.3,6,white,0.0,3.0
1662,6.7,0.405,3.43,1.4,0.047,170.0,114.0,low,2.92,0.551,10.8,7,white,0.0,1.0
1663,7.9,0.33,1.68,5.995,0.053,155.0,176.0,very high,3.15,0.38,8.8,6,white,0.0,4.0
1664,8.1,0.28,1.84,15.4,0.059,114.0,177.0,very high,3.27,0.58,9.0,4,white,0.0,4.0
1665,6.5,0.13,2.96,1.0,0.036,204.0,114.0,low,3.41,0.51,11.5,8,white,0.0,1.0
1666,7.8,0.382,2.8,1.0,0.04,108.0,84.0,medium,3.25,0.43,10.8,5,white,0.0,2.0
1667,8.8,0.39,2.04,5.9,0.055,155.0,128.0,medium,2.95,0.51,11.8,6,white,0.0,2.0
1668,7.9,0.18,2.31,1.2,0.033,156.0,72.0,low,3.12,0.38,10.5,7,white,0.0,1.0
1669,7.1,0.31,2.28,1.2,0.036,128.0,124.0,medium,3.14,0.44,9.9,6,white,0.0,2.0
1670,7.8,0.24,1.08,6.7,0.046,153.0,160.0,high,3.2,0.56,9.8,6,white,0.0,3.0
1671,7.0,0.35,2.1,6.5,0.028,171.0,87.0,medium,3.4,0.543,11.4,7,white,0.0,2.0
1672,6.6,0.26,1.55,4.8,0.138,143.0,168.0,high,3.2,0.38,9.3,5,white,0.0,3.0
1673,6.6,0.27,1.55,5.3,0.137,137.0,163.0,high,3.2,0.38,9.3,5,white,0.0,3.0
1674,6.8,0.22,1.74,8.9,0.046,206.0,188.0,high,3.3,0.44,10.3,6,white,0.0,3.0
1675,6.2,0.27,1.6,8.8,0.047,165.0,224.0,high,3.17,0.47,8.9,5,white,0.0,3.0
1676,7.0,0.35,2.1,6.5,0.028,163.0,87.0,medium,3.4,0.42,11.4,7,white,0.0,2.0
1677,7.3,0.23,2.22,1.8,0.032,182.0,156.0,low,3.11,0.35,11.1,6,white,0.0,1.0
1678,6.2,0.3,1.2,6.6,0.045,166.0,170.0,medium,3.36,0.45,10.4,6,white,0.0,2.0
1679,6.4,0.35,1.0,5.7,0.034,118.0,117.0,medium,3.33,0.43,10.1,5,white,0.0,2.0
1680,7.6,0.32,1.7,18.35,0.054,150.0,197.0,very high,3.22,0.55,9.0,5,white,0.0,4.0
1681,6.3,0.31,1.8,10.0,0.046,169.0,212.0,high,3.25,0.55,11.9,6,white,0.0,3.0
1682,7.2,0.25,1.96,14.4,0.055,195.0,205.0,very high,3.12,0.38,9.0,7,white,0.0,4.0
1683,7.2,0.25,1.96,14.4,0.055,199.0,205.0,very high,3.12,0.38,9.0,7,white,0.0,4.0
1684,7.727,0.26,2.31,17.85,0.049,183.5,195.0,very high,3.06,0.44,9.1,7,white,0.0,4.0
1685,7.2,0.25,1.96,14.4,0.055,195.0,205.0,very high,3.12,0.38,9.0,7,white,0.0,4.0
1686,7.4,0.26,1.85,9.4,0.047,140.0,147.0,very high,3.46,0.72,10.0,5,white,0.0,4.0
1687,7.3,0.26,2.31,17.85,0.049,181.5,195.0,very high,3.06,0.44,9.1,7,white,0.0,4.0
1688,6.7,0.25,0.78,1.55,0.041,178.5,216.0,high,3.55,0.63,9.4,3,white,0.0,3.0
1689,7.1,0.16,1.5,1.3,0.034,142.0,123.0,low,3.27,0.55,11.4,6,white,0.0,1.0
1690,9.0,0.43,1.2,1.5,0.05,85.0,175.0,high,3.11,0.45,9.7,4,white,0.0,3.0
1691,7.2,0.25,1.96,14.4,0.055,155.463,205.0,very high,3.12,0.38,9.0,7,white,0.0,4.0
1692,7.841,0.24,1.8,4.2,0.04,157.0,213.0,medium,3.28,0.561,11.8,6,white,0.0,2.0
1693,6.7,0.265,1.1,8.6,0.048,156.0,198.0,high,3.25,0.41,10.2,5,white,0.0,3.0
1694,7.7,0.12,1.92,1.4,0.06,165.0,150.0,high,3.37,0.42,9.2,6,white,0.0,3.0
1695,7.2,0.21,1.98,3.0,0.036,155.0,132.0,medium,3.25,0.4,11.0,6,white,0.0,2.0
1696,8.5,0.32,2.16,14.9,0.041,165.0,190.0,very high,3.08,0.31,10.0,6,white,0.0,4.0
1697,6.9,0.18,1.8,2.0,0.038,159.0,190.0,low,3.32,0.37,10.753,6,nan,,1.0
1698,7.0,0.24,1.8,4.2,0.04,159.0,213.0,medium,3.28,0.587,11.8,6,white,0.0,2.0
1699,7.777,0.26,1.74,2.2,0.043,153.0,175.0,low,3.38,0.575,11.6,6,white,0.0,1.0
1700,6.7,0.26,1.8,1.8,0.043,151.235,121.0,medium,3.44,0.61,10.2,6,white,0.0,2.0
1701,7.9,0.29,1.8,11.1,0.033,151.752,208.0,high,3.14,0.46,10.3,5,white,0.0,3.0
1702,6.5,0.27,0.76,4.2,0.046,86.0,114.0,high,3.25,0.35,8.6,4,white,0.0,3.0
1703,6.7,0.33,2.1,6.4,0.058,121.0,151.0,high,3.16,0.44,9.6,5,white,0.0,3.0
1704,6.7,0.31,2.1,6.4,0.057,131.0,148.0,high,3.16,0.45,9.6,5,white,0.0,3.0
