,FA,VA,CA,RS,chlorides,FSD,TSD,density,pH,sulphates,alcohol,quality
2315,7.7,0.42,2.28,8.1,0.061,173.0,144.0,0,3.4,0.58,11.0,1
2316,7.4,0.2,2.17,1.6,0.038,174.0,115.80207972270364,1,3.25,0.39,10.487660536156229,1
2317,7.1831040774234385,0.24,3.1,10.6,0.045,149.0,153.0,3,3.16,0.44,8.8,0
2318,7.5,0.26,2.36,11.8,0.046,138.0,164.0,3,3.17,0.46,8.9,0
2319,6.6,0.4,2.24,1.7,0.035,177.0,84.0,1,3.59,0.48,12.7,1
2320,8.0,0.2,1.8,8.1,0.037000000000000005,162.0,130.0,2,3.1,0.67,11.8,1
2321,4.6,0.445,0.0,1.4,0.053,109.0,178.0,2,3.79,0.55,10.2,0
2322,6.1,0.41,0.24,1.3,0.036000000000000004,145.0,115.80207972270364,1,3.24,0.61,9.9,1
2323,7.6,0.2,2.04,1.8,0.040999999999999995,160.0,148.0,2,3.35,0.66,11.1,1
2324,6.9,0.3,1.05,7.2,0.045,158.0,190.0,0,3.22,0.48,9.4,0
2325,7.0,0.35,1.02,1.1,0.049,131.0,119.0,2,3.13,0.36,9.7,1
2326,6.9,0.35,2.75,11.95,0.038,124.0,111.0,0,3.11,0.29,9.7,0
2327,7.0,0.35,1.02,1.1,0.049,129.0,115.80207972270364,2,3.13,0.36,9.7,1
2328,6.9,0.35,2.75,11.95,0.038,118.0,111.0,0,3.11,0.29,9.7,0
2329,7.6,0.3,2.0,2.2,0.054000000000000006,127.0,175.0,2,3.19,0.53,9.8,0
2331,7.5,0.3,1.8638096026490105,1.4,0.032,131.0,161.0,1,2.95,0.42,10.5,0
2333,6.8,0.37,2.24,1.9,0.024,224.0,106.0,1,3.45,0.6,12.6,1
2335,8.3,0.27,1.8638096026490105,10.2,0.048,150.0,118.0,3,3.18,0.51,10.3,0
2336,6.8,0.26,1.1,4.8,0.040999999999999995,208.0,198.0,2,3.29,0.67,10.6,0
2337,6.5,0.28,1.4,9.8,0.067,137.0,180.0,3,3.15,0.57,9.0,0
2338,7.2,0.34,1.5,8.4,0.051,146.0,167.0,3,3.48,0.62,9.7,0
2339,7.0,0.23,1.56,7.2,0.040999999999999995,143.0,90.0,0,3.22,0.55,9.5,1
2340,7.7,0.29,1.8638096026490105,4.8,0.06,151.0,156.0,0,3.49,0.59,10.3,1
2341,7.2,0.34,1.5,8.4,0.051,142.0,167.0,3,3.48,0.62,9.7,0
2342,7.7,0.4,2.16,4.5,0.034,187.0,95.0,1,3.21,0.59,12.3,1
2343,6.7,0.17,1.35,1.4,0.032,137.0,149.0,2,3.4,0.52,10.5,0
2344,7.0,0.23,1.56,7.2,0.040999999999999995,141.0,115.80207972270364,0,3.22,0.55,9.5,1
2346,7.7,0.28,2.52,11.1,0.039,136.0,179.0,3,3.08,0.44,8.8,0
2347,7.5,0.23,1.8638096026490105,2.6,0.031,146.0,98.0,1,3.0,0.54,10.9,1
2348,8.3,0.26,1.86,2.0,0.028999999999999998,136.0,141.0,1,2.95,0.77,12.2,1
2349,7.9,0.46,2.0,10.1,0.168,119.0,115.80207972270364,3,3.06,0.62,9.5,0
2352,6.1,0.28,0.96,1.3,0.06,160.0,126.0,2,3.13,0.46,8.7,1
2353,7.0,0.18,1.82,1.4,0.044000000000000004,184.0,89.0,2,3.39,0.48,10.7,1
2354,6.5,0.21,1.68,1.4,0.046,146.8341224489796,66.0,1,3.43,0.48,11.1,1
2355,7.6,0.48,2.31,7.0,0.024,162.0,115.80207972270364,1,3.25,0.45,12.5,1
2356,7.1,0.34,1.92,5.443836575875507,0.051,147.0,130.0,2,3.3,0.5,10.4,1
2357,8.9,0.21,1.85,1.2,0.027999999999999997,128.0,93.0,2,3.2,0.37,11.5,0
2359,6.0,0.495,1.35,5.0,0.157,119.0,129.0,2,3.03,0.36,9.3,0
2360,8.1,0.25,2.04,10.1,0.05,152.0,115.80207972270364,3,3.17,0.49,10.1,1
2361,8.2,0.25,2.3,3.75,0.05,114.0,102.0,0,3.28,0.58,9.7,0
2362,6.5,0.18,1.74,1.7,0.035,163.0,144.0,2,3.49,0.5,10.5,1
2363,6.7,0.24,1.8638096026490105,12.6,0.053,144.0,182.0,3,3.42,0.42,9.7,0
2365,7.6,0.32,1.75,1.6,0.092,126.0,138.0,2,3.19,0.44,9.8,0
2367,7.2,0.3,1.8,8.1,0.05,162.0,188.0,0,3.15,0.49,9.1,1
2368,7.4,0.34,1.8,14.9,0.037000000000000005,188.0,169.0,0,3.25,0.37,10.4,1
2369,6.1,0.16,1.74,6.0,0.03,155.0,144.0,2,3.68,0.46,10.7,1
2370,6.3,0.1,1.68,6.0,0.039,167.0,107.0,0,3.59,0.49,10.5,1
2372,6.0,0.33,0.72,3.0,0.036000000000000004,81.0,85.0,1,3.28,0.4,11.5,0
2373,7.6,0.48,1.11,1.2,0.034,69.0,57.0,2,3.05,0.54,10.4,0
2374,7.2,0.2,1.8638096026490105,2.0,0.039,167.0,188.0,1,3.3,0.41,12.0,1
2377,7.0,0.22,1.74,8.9,0.05,142.0,90.0,0,3.29,0.46,9.8,1
2379,6.4,0.27,0.76,2.0,0.084,101.0,115.80207972270364,0,3.49,0.63,9.6,0
2380,6.4,0.27,1.8638096026490105,1.9,0.085,101.0,196.0,0,3.49,0.64,9.5,0
2381,7.0,0.23,2.52,5.1,0.042,159.0,115.80207972270364,0,3.5,0.59,10.2,1
2382,6.9,0.15,2.24,4.4,0.028999999999999998,146.8341224489796,107.0,2,3.24,0.46,10.4,1
2383,6.7,0.26,1.74,5.8,0.025,150.0,74.0,2,3.28,0.53,11.0,1
2384,6.9,0.15,2.24,4.4,0.028999999999999998,174.0,107.0,2,3.24,0.46,10.4,1
2385,7.1831040774234385,0.2,3.4,12.9,0.042,154.0,160.0,3,3.05,0.41,8.7,0
2386,6.9,0.3,1.16,1.3,0.053,104.0,189.0,2,3.29,0.54,9.9,0
2387,6.9,0.3,1.2,1.3,0.053,106.0,186.0,2,3.29,0.54,9.9,0
2388,7.6,0.21,1.8638096026490105,1.2,0.040999999999999995,85.0,115.80207972270364,1,3.06,0.45,11.3,0
2389,6.8,0.46,2.08,2.7,0.042,188.0,83.0,1,3.38,0.51,12.0,1
2390,7.0,0.28,2.08,1.7,0.042,196.0,115.80207972270364,2,3.43,0.5,10.7,1
2391,6.5,0.24,1.74,8.2,0.043,146.8341224489796,156.0,2,3.13,0.7,10.1,1
2392,6.4,0.17,2.38,1.5,0.091,180.0,135.0,2,3.25,0.49,9.6,1
2393,6.4,0.17,2.04,1.5,0.09300000000000001,161.0,136.0,2,3.25,0.49,9.6,1
2395,7.0,0.27,1.45,3.9,0.059000000000000004,126.0,199.0,0,3.54,0.59,10.3,0
2397,6.5,0.19,1.62,4.9,0.037000000000000005,127.0,101.0,1,3.17,0.41,10.487660536156229,1
2398,8.0,0.36,2.34,1.6,0.024,144.0,93.0,1,3.15,0.49,11.9,1
2399,6.1,0.16,1.44,1.4,0.046,139.0,77.0,2,3.66,0.57,10.3,1
2400,9.2,0.19,1.68,2.0,0.047,94.0,104.0,0,3.09,0.66,10.0,0
2401,9.2,0.16,1.96,2.0,0.044000000000000004,98.0,107.0,0,3.1,0.53,10.2,0
2403,8.8,0.33,2.16,2.1,0.034,141.0,125.0,1,2.96,0.98,12.7,1
2404,9.8,0.16,2.3,1.8,0.046,123.0,130.0,0,3.04,0.67,9.6,0
2405,6.6,0.23,0.9,8.5,0.044000000000000004,163.0,188.0,0,3.16,0.49,9.5,0
2406,7.9,0.44,1.56,4.45,0.033,137.0,100.0,1,3.17,0.52,12.7,1
2407,7.6,0.31,1.62,5.8,0.036000000000000004,145.0,109.0,2,3.34,0.54,11.0,1
2409,7.1,0.21,1.12,2.7,0.034,103.0,111.0,2,3.35,0.64,10.2,0
2413,7.1,0.21,1.12,2.7,0.034,103.0,111.0,2,3.35,0.64,10.2,0
2414,6.2,0.38,1.8638096026490105,7.4,0.095,108.0,195.0,3,3.53,0.71,9.2,0
2415,8.2,0.24,1.5,2.3,0.05,119.0,106.0,2,2.98,0.5,10.0,0
2420,8.1,0.4,2.24,7.9,0.031,163.0,118.0,1,3.05,0.46,13.3,1
2421,6.8,0.26,2.15,11.75,0.045,155.0,198.0,0,3.26,0.55,9.5,0
2423,7.2,0.24,1.74,3.0,0.036000000000000004,139.0,117.0,2,3.36,0.68,10.1,1
2425,7.2,0.24,1.8638096026490105,3.0,0.036000000000000004,146.8341224489796,117.0,2,3.36,0.68,10.1,1
2426,7.3,0.22,1.56,1.5,0.04,150.0,172.0,1,3.27,0.48,11.2,1
2428,7.1831040774234385,0.22,1.8638096026490105,1.5,0.04,154.0,172.0,1,3.27,0.48,11.2,1
2430,6.4,0.28,0.85,8.3,0.042,155.0,115.80207972270364,0,3.22,0.46,9.4,0
2431,6.3,0.29,0.7,7.05,0.045,152.0,177.0,0,3.23,0.42,9.0,0
2432,6.4,0.27,1.8638096026490105,8.4,0.044000000000000004,158.0,115.80207972270364,0,3.21,0.47,9.4,0
2435,6.4,0.35,1.4,5.6,0.034,146.8341224489796,115.80207972270364,2,3.17,0.5,9.8,0
2436,0.43,6.9,1.4,9.4,0.055999999999999994,129.0,183.0,0,3.17,0.43,9.4,0
2437,8.0,0.26,1.68,4.8,0.05,154.0,150.0,2,3.13,0.5,10.0,1
2438,6.9,0.43,1.4,9.4,0.055999999999999994,131.0,115.80207972270364,0,3.17,0.43,9.4,0
2439,7.3,0.27,2.22,9.7,0.042,158.0,130.0,3,3.48,0.75,9.9,1
2440,6.8,0.46,1.8638096026490105,6.3,0.147,145.0,159.0,2,3.14,0.47,10.0,0
2441,7.2,0.2,1.68,1.6,0.027999999999999997,127.0,168.0,1,3.17,1.06,11.5,1
2443,7.1831040774234385,0.32,1.65,2.5,0.052000000000000005,138.0,115.80207972270364,2,3.15,0.6,10.0,0
2447,6.5,0.27,1.56,8.2,0.042,145.0,133.0,0,3.43,0.64,9.8,1
2448,6.6,0.26,1.62,1.5,0.04,146.8341224489796,114.0,2,3.36,0.62,10.5,1
2449,6.7,0.27,1.56,2.3,0.043,181.0,115.80207972270364,2,3.45,0.63,10.6,1
2450,6.6,0.56,0.75,10.0,0.037000000000000005,140.0,157.0,0,3.28,0.52,9.4,0
2451,0.56,6.6,0.75,10.0,0.037000000000000005,140.0,157.0,0,3.28,0.52,9.4,0
2452,7.3,0.19,1.89,1.6,0.027000000000000003,173.0,136.0,2,3.38,0.54,11.0,1
2453,6.3,0.2,1.56,1.6,0.027000000000000003,156.0,141.0,2,3.53,0.56,10.8,1
2455,7.8,0.32,1.98,10.4,0.031,163.0,115.80207972270364,0,3.07,0.58,9.6,1
2456,8.1,0.33,2.16,7.4,0.037000000000000005,154.0,156.0,0,3.19,0.54,10.6,1
2457,8.1,0.33,2.16,7.4,0.037000000000000005,146.8341224489796,115.80207972270364,0,3.19,0.54,10.6,1
2458,7.8,0.32,1.98,10.4,0.031,161.0,194.0,0,3.07,0.58,9.6,1
2459,6.6,0.33,1.2,16.05,0.045,131.0,147.0,3,3.08,0.52,9.2,0
2460,6.6,0.33,1.2,16.05,0.045,131.0,147.0,3,3.08,0.52,9.2,0
2461,8.2,0.26,1.65,2.6,0.053,107.0,115.80207972270364,2,2.89,0.49,9.5,0
2462,8.3,0.25,1.65,2.5,0.053,108.0,72.0,2,2.89,0.48,9.5,0
2463,7.0,0.26,1.82,10.8,0.039,181.0,184.0,3,3.47,0.58,10.3,1
2464,6.0,0.26,0.75,1.2,0.053,139.0,124.0,2,3.08,0.46,8.8,0
2465,7.5,0.28,3.9,12.1,0.040999999999999995,149.0,161.0,3,2.98,0.44,8.7,0
2466,7.5,0.27,3.95,11.95,0.04,151.0,159.0,3,2.98,0.44,8.7,0
2467,7.0,0.28,1.92,1.7,0.038,149.0,128.0,2,3.2,0.62,10.2,1
2468,5.2,0.16,2.04,0.8,0.028999999999999998,148.0,77.0,1,3.25,0.51,10.1,1
2469,6.8,0.34,0.5,1.4,0.049,131.0,118.0,2,3.21,0.41,9.5,0
2470,7.6,0.25,1.7,1.3,0.055999999999999994,134.0,176.0,2,3.1,0.51,9.5,0
2471,5.6,0.35,2.8,6.3,0.022000000000000002,165.0,174.0,1,3.54,0.5,11.6,1
2472,8.8,0.24,1.38,10.3,0.032,134.0,97.0,0,3.13,0.4,10.7,1
2473,6.0,0.29,1.26,15.55,0.043,138.0,142.0,0,3.11,0.54,10.1,1
2474,6.1,0.27,2.17,1.5,0.035,159.0,83.0,1,3.32,0.44,11.1,1
2475,7.4,0.56,0.45,1.5,0.071,121.0,117.0,0,3.22,0.53,9.8,0
2476,7.1831040774234385,0.29,2.94,1.4,0.142,174.0,148.0,2,3.08,0.49,9.0,1
2477,6.1,0.27,2.17,1.5,0.035,155.0,83.0,1,3.32,0.44,11.1,1
2479,6.6,0.24,1.8,13.0,0.052000000000000005,138.0,115.80207972270364,3,3.37,0.49,9.4,1
2480,6.8,0.32,1.5,1.0,0.049,120.0,113.0,2,3.24,0.61,10.2,0
2482,6.2,0.26,2.22,7.1,0.047,168.0,115.80207972270364,0,3.19,0.48,9.5,1
2484,7.1831040774234385,0.3,0.8,7.5,0.05,146.8341224489796,191.0,0,3.17,0.49,9.0,0
2486,6.7,0.24,1.6,10.3,0.079,137.0,122.0,0,3.02,0.45,8.8,0
2487,7.9,0.27,1.62,1.7,0.034,143.0,115.80207972270364,1,2.97,0.51,11.9,1
2488,7.9,0.27,1.62,1.7,0.034,145.0,115.80207972270364,1,2.97,0.51,11.9,1
2489,6.1,0.28,1.44,19.95,0.07400000000000001,152.0,174.0,3,3.19,0.44,9.3,1
2490,7.7,0.39,2.94,7.7,0.036000000000000004,127.0,110.0,0,3.33,0.76,10.0,1
2492,6.1,0.28,1.44,19.95,0.07400000000000001,154.0,174.0,3,3.19,0.44,9.3,1
2493,7.6,0.31,0.92,12.7,0.054000000000000006,100.0,139.0,3,3.16,0.5,9.7,0
2494,7.6,0.31,0.92,12.7,0.054000000000000006,102.0,139.0,3,3.16,0.5,9.7,0
2495,6.3,0.18,1.1,1.5,0.043,143.0,155.0,2,3.19,0.48,10.2,0
2496,8.6,0.23,1.25,11.3,0.031,111.0,96.0,0,3.11,0.4,10.8,0
2497,6.8,0.21,1.8,18.1,0.046,134.0,133.0,3,3.27,0.48,8.8,0
2498,6.8,0.21,1.8638096026490105,18.1,0.046,132.0,115.80207972270364,3,3.27,0.48,8.8,0
2499,6.9,0.26,1.8638096026490105,7.0,0.039,159.0,175.0,2,3.32,0.49,11.4,1
2500,6.8,0.21,1.8,18.1,0.046,134.0,133.0,3,3.27,0.48,8.8,0
2501,6.4,0.31,2.0,6.4,0.039,139.0,115.80207972270364,0,3.14,0.52,9.8,0
2502,8.6,0.34,1.44,1.4,0.045,91.0,119.0,0,3.17,0.47,9.4,0
2503,8.6,0.34,1.44,1.4,0.045,93.0,119.0,0,3.17,0.47,9.4,0
2504,8.5,0.3,1.68,3.1,0.054000000000000006,172.0,174.0,0,3.21,0.43,9.4,1
2505,7.4,0.4,2.46,14.1,0.053,157.0,194.0,3,3.2,0.63,9.4,1
2507,7.1,0.34,2.17,5.2,0.032,176.0,140.0,1,3.35,0.47,12.3,1
2508,6.6,0.26,1.5,11.6,0.045,161.0,178.0,0,3.33,0.43,9.8,1
2509,8.0,0.27,2.85,10.4,0.053,118.0,134.0,3,3.12,0.68,9.0,0
2512,5.6,0.175,1.74,0.8,0.043,140.0,67.0,1,3.28,0.48,9.9,1
2513,6.9,0.34,1.8,1.4,0.032,117.0,145.0,1,3.07,0.52,9.8,0
2514,7.1831040774234385,0.34,2.1,4.7,0.028999999999999998,172.0,148.0,1,3.36,0.49,10.487660536156229,1
2515,7.1,0.12,2.1,5.443836575875507,0.018000000000000002,146.8341224489796,37.0,1,3.02,0.52,11.9,1
2516,7.1,0.32,1.74,4.0,0.038,146.8341224489796,170.0,2,3.27,0.64,10.2,1
2518,7.1,0.12,1.8638096026490105,3.1,0.018000000000000002,153.0,37.0,1,3.02,0.52,11.9,1
2520,7.5,0.41,1.15,14.8,0.054000000000000006,124.0,174.0,3,3.18,0.49,9.7,0
2521,6.5,0.18,2.31,1.4,0.028999999999999998,171.0,138.0,1,3.36,0.6,11.5,1
2522,7.3,0.17,1.8638096026490105,8.1,0.121,192.0,162.0,0,3.17,0.38,10.4,1
2523,8.2,0.2,1.9,3.5,0.053,141.0,174.0,2,3.22,0.41,11.6,0
2524,7.5,0.41,1.15,14.8,0.054000000000000006,130.0,174.0,3,3.18,0.49,9.7,0
2525,7.1831040774234385,0.17,1.8638096026490105,8.1,0.121,192.0,162.0,0,3.17,0.38,10.4,1
2526,7.1831040774234385,0.18,2.31,1.4,0.028999999999999998,175.0,138.0,1,3.36,0.6,11.5,1
2527,7.3,0.16,2.1,1.5,0.036000000000000004,149.0,115.80207972270364,2,3.27,0.51,10.2,1
2528,6.4,0.16,2.22,1.5,0.037000000000000005,141.0,109.0,2,3.38,0.5,9.8,1
2529,6.6,0.42,0.65,12.8,0.044000000000000004,128.0,158.0,3,3.24,0.47,9.0,0
2530,5.8,0.3,0.72,1.6,0.036000000000000004,179.0,163.0,2,3.38,0.59,10.487660536156229,1
2531,6.7,0.54,1.08,7.1,0.049,90.0,178.0,0,3.16,0.38,9.4,0
2532,6.7,0.54,1.08,7.1,0.049,86.0,178.0,0,3.16,0.38,9.4,0
2533,6.4,0.22,1.5,11.2,0.046,151.0,149.0,2,3.21,0.34,10.8,0
2535,9.0,0.26,2.04,6.7,0.028999999999999998,147.0,162.0,0,3.08,0.5,10.6,1
2536,6.5,0.23,1.5,17.3,0.046,135.0,110.0,3,3.15,0.42,9.2,1
2537,5.9,0.28,0.84,8.6,0.032,150.0,142.0,0,3.28,0.44,9.5,1
2538,5.9,0.28,0.84,8.6,0.032,150.0,142.0,0,3.28,0.44,9.5,1
2539,6.2,0.27,0.9,1.5,0.027999999999999997,122.0,111.0,1,3.41,0.5,10.0,0
2540,9.0,0.29,1.7,12.1,0.03,134.0,177.0,3,3.13,0.47,10.6,0
2541,9.0,0.26,2.04,6.7,0.028999999999999998,135.0,162.0,0,3.08,0.5,10.6,1
2542,8.9,0.27,1.7,10.7,0.028999999999999998,123.5,115.80207972270364,0,3.13,0.48,10.6,0
2543,6.5,0.23,1.5,17.3,0.046,135.0,110.0,3,3.15,0.42,9.2,1
2544,6.9,0.32,1.8,1.8,0.036000000000000004,154.0,117.0,2,3.24,0.48,11.0,1
2545,7.2,0.22,1.44,1.4,0.040999999999999995,146.8341224489796,159.0,1,3.25,0.53,11.2,1
2546,6.7,0.5,1.8638096026490105,7.5,0.046,134.0,175.0,0,3.32,0.54,9.6,0
2547,6.2,0.33,0.7,4.8,0.052000000000000005,129.0,128.0,2,3.21,0.48,9.4,0
2549,7.5,0.2,2.35,16.9,0.052000000000000005,151.0,115.80207972270364,3,3.09,0.62,9.3,0
2550,6.2,0.33,0.7,4.8,0.052000000000000005,125.0,128.0,2,3.21,0.48,9.4,0
2552,6.6,0.36,2.6,11.3,0.046,110.0,110.0,0,3.07,0.46,9.4,0
2553,6.3,0.13,2.94,1.1,0.043,205.0,146.0,1,3.13,0.72,11.2,1
2554,6.4,0.15,3.08,1.2,0.043,146.8341224489796,115.80207972270364,1,3.14,0.73,11.2,1
2555,6.3,0.13,2.94,1.1,0.043,199.0,146.0,1,3.13,0.72,11.2,1
2556,7.6,0.23,3.2,12.9,0.033,152.0,170.0,3,3.0,0.53,8.8,0
2557,6.4,0.15,3.08,1.2,0.043,211.0,150.0,1,3.14,0.73,11.2,1
2558,6.3,0.13,2.94,1.1,0.043,205.0,146.0,1,3.13,0.72,11.2,1
2559,5.7,0.255,3.25,1.2,0.079,109.0,137.0,2,3.2,0.42,9.4,0
2560,6.9,0.32,1.56,2.3,0.03,133.0,103.0,1,3.06,0.42,11.1,1
2561,6.9,0.28,1.1,10.0,0.052000000000000005,138.0,131.0,0,3.08,0.46,9.6,0
2562,6.9,0.32,1.56,2.3,0.03,146.8341224489796,115.80207972270364,1,3.06,0.42,11.1,1
2563,5.7,0.255,3.25,1.2,0.079,146.8341224489796,137.0,2,3.2,0.42,9.4,0
2564,6.6,0.41,0.96,1.4,0.037000000000000005,148.0,115.80207972270364,1,2.95,0.45,10.6,1
2566,6.9,0.21,1.68,1.8,0.021,155.0,115.80207972270364,1,3.15,0.46,12.3,1
2567,6.6,0.24,1.4,1.8,0.027999999999999997,139.0,132.0,1,3.34,0.46,11.4,0
2569,6.6,0.24,1.44,8.6,0.034,137.0,135.0,0,3.33,0.59,10.3,1
2570,6.6,0.24,1.4,1.8,0.027999999999999997,141.0,115.80207972270364,1,3.34,0.46,11.4,0
2571,7.0,0.16,1.92,1.1,0.032,151.0,80.0,1,3.23,0.36,12.1,1
2572,7.0,0.14,1.4,1.3,0.026000000000000002,108.0,56.0,2,3.46,0.45,9.9,0
2573,6.3,0.34,1.8,4.9,0.035,129.0,185.0,2,3.15,0.49,9.7,0
2574,6.8,0.26,1.2,1.9,0.043,166.0,154.0,2,3.18,0.52,10.5,0
2575,6.7,0.17,2.52,10.4,0.038,203.0,182.0,0,3.04,0.44,8.9,1
2578,5.8,0.3,1.89,1.7,0.013999999999999999,146.8341224489796,104.0,1,3.4,0.56,12.6,1
2579,6.4,0.28,3.36,1.7,0.156,165.0,106.0,2,3.1,0.37,9.2,1
2580,7.7,0.3,1.3,18.95,0.053,138.0,174.0,3,3.2,0.5,10.4,0
2581,6.8,0.18,2.1,12.8,0.062,159.0,171.0,3,3.0,0.52,9.0,1
2582,6.8,0.18,2.1,5.443836575875507,0.062,161.0,115.80207972270364,3,3.0,0.52,9.0,1
2583,6.8,0.18,2.1,12.8,0.062,155.0,171.0,3,3.0,0.52,9.0,1
2584,6.8,0.18,2.1,12.8,0.062,157.0,171.0,3,3.0,0.52,9.0,1
2585,6.8,0.18,2.1,12.8,0.062,161.0,171.0,3,3.0,0.52,9.0,1
2586,6.8,0.18,2.1,12.8,0.062,157.0,171.0,3,3.0,0.52,9.0,1
2587,5.1,0.14,1.5,0.7,0.039,137.0,89.0,1,3.22,0.43,9.2,1
2588,6.8,0.18,2.1,12.8,0.062,146.8341224489796,115.80207972270364,3,3.0,0.52,9.0,1
2589,7.2,0.615,0.4,1.4,0.068,99.0,154.0,0,3.2,0.48,9.7,0
2590,6.9,0.13,1.68,13.3,0.05,173.0,115.80207972270364,0,3.34,0.42,10.1,1
2591,6.7,0.34,2.1,8.5,0.059000000000000004,166.0,115.80207972270364,0,3.46,0.64,11.0,1
2592,7.3,0.32,1.45,1.5,0.038,132.0,115.80207972270364,2,3.2,0.55,10.8,0
2593,6.3,0.21,1.45,11.7,0.048,149.0,115.80207972270364,2,3.22,0.38,10.8,0
2594,5.4,0.5,0.91,5.0,0.027999999999999997,150.0,107.0,1,3.48,0.88,13.5,1
2595,8.2,0.52,1.7,1.2,0.042,114.0,167.0,2,3.24,0.39,10.6,0
2597,6.4,0.22,1.8638096026490105,1.4,0.023,170.0,115.0,1,3.18,0.7,11.7,1
2599,6.9,0.32,1.62,16.0,0.034,178.0,185.0,3,3.34,0.6,9.0,1
2600,6.8,0.11,2.94,1.1,0.042,146.8341224489796,132.0,1,3.18,0.74,11.3,1
2601,6.2,0.26,1.6,15.3,0.031,166.0,185.0,3,3.31,0.61,9.4,0
2602,6.4,0.22,2.04,1.4,0.023,176.0,115.0,1,3.18,0.7,11.7,1
2603,6.7,0.3,2.03,2.8,0.025,175.0,107.0,1,3.31,0.63,11.3,1
2604,6.7,0.3,2.03,2.8,0.025,171.0,115.80207972270364,1,3.31,0.63,11.3,1
2606,7.2,0.2,2.16,2.5,0.027999999999999997,140.0,157.0,2,3.48,0.49,10.6,1
2609,7.1,0.2,1.8638096026490105,0.9,0.019,126.0,115.80207972270364,1,3.2,0.36,12.0,1
2610,6.3,0.27,2.3,11.1,0.053,146.0,177.0,0,3.18,0.67,9.4,0
2612,6.7,0.3,1.8638096026490105,2.8,0.025,175.0,107.0,1,3.31,0.63,11.3,1
2613,6.6,0.36,1.8638096026490105,10.1,0.05,146.8341224489796,140.0,0,3.07,0.4,9.4,0
2615,6.5,0.18,2.87,14.2,0.039,191.0,129.0,0,3.28,0.72,10.3,1
2616,6.5,0.18,2.87,14.2,0.039,187.0,115.80207972270364,0,3.28,0.72,10.3,1
2618,6.6,0.26,1.47,2.9,0.026000000000000002,186.0,126.0,1,3.22,0.38,11.3,1
2619,6.6,0.35,2.1,6.0,0.063,153.0,150.0,0,3.1,0.47,9.4,1
2620,6.5,0.28,1.4,20.4,0.040999999999999995,138.0,144.0,3,3.14,0.38,8.7,0
2621,6.6,0.36,1.8638096026490105,10.1,0.05,127.0,140.0,0,3.07,0.4,9.4,0
2622,6.6,0.26,1.47,2.9,0.026000000000000002,186.0,126.0,1,3.22,0.38,11.3,1
2623,6.5,0.18,2.87,14.2,0.039,183.0,129.0,0,3.28,0.72,10.3,1
2624,6.15,0.21,1.85,3.2,0.021,114.0,80.0,1,3.39,0.47,12.0,0
2625,4.5,0.19,1.05,0.95,0.033,185.0,115.80207972270364,2,3.34,0.42,8.0,0
2626,8.0,0.24,1.82,1.7,0.033,174.0,136.0,2,3.44,0.51,10.4,1
2627,7.8,0.17,1.61,1.7,0.028999999999999998,177.0,128.0,2,3.37,0.41,10.487660536156229,1
2629,5.8,0.6,0.0,1.3,0.044000000000000004,174.0,197.0,1,3.56,0.43,10.9,0
2630,5.9,0.445,1.56,1.4,0.027000000000000003,145.0,109.0,1,3.3,0.36,10.5,1
2631,6.7,0.28,1.96,2.4,0.012,176.0,100.0,1,3.26,0.39,11.7,1
2632,6.8,0.44,1.0,16.0,0.065,155.0,186.0,3,3.13,0.45,8.6,0
2633,7.2,0.24,1.35,11.4,0.034,140.0,115.80207972270364,3,3.2,0.44,9.0,0
2634,8.7,0.31,3.65,14.35,0.044000000000000004,127.0,191.0,3,2.96,0.88,8.7,0
2635,8.2,0.32,1.56,2.1,0.062,144.0,87.0,1,3.1,0.47,12.8,1
2636,7.2,0.24,1.35,11.4,0.034,138.0,174.0,3,3.2,0.44,9.0,0
2637,8.7,0.31,3.65,14.35,0.044000000000000004,121.0,191.0,3,2.96,0.88,8.7,0
2638,7.5,0.13,2.28,1.1,0.023,164.0,104.0,1,3.28,0.53,11.8,1
2639,9.2,0.14,2.22,1.1,0.034,156.0,84.0,1,3.05,0.55,11.6,1
2640,7.4,0.2,2.22,1.2,0.027999999999999997,144.0,89.0,1,3.14,0.61,11.8,1
2641,6.1,0.15,1.75,15.8,0.042,153.0,158.0,0,3.24,0.37,10.6,0
2642,7.1831040774234385,0.23,2.0,5.2,0.066,116.0,91.0,2,3.17,0.8,9.7,0
2643,8.1,0.33,1.1,5.2,0.047,130.0,151.0,0,3.22,0.47,10.3,0
2644,7.15,0.17,1.44,9.6,0.11900000000000001,176.0,178.0,0,3.15,0.44,10.2,1
2645,6.7,0.12,2.1,5.2,0.048,180.0,115.80207972270364,2,3.33,0.44,10.1,1
2646,5.7,0.18,2.52,1.2,0.046,155.0,71.0,1,3.7,0.68,10.9,1
2647,5.8,0.15,1.4,0.8,0.037000000000000005,143.0,127.0,1,3.24,0.51,9.3,0
2648,6.6,0.23,1.74,14.45,0.057,145.0,115.80207972270364,3,3.33,0.54,10.2,1
2649,7.15,0.17,1.44,9.6,0.11900000000000001,176.0,178.0,0,3.15,0.44,10.2,1
2650,7.0,0.34,1.95,6.9,0.066,143.0,162.0,0,3.11,0.53,9.5,0
2651,6.4,0.68,1.3,3.4,0.069,125.0,115.80207972270364,2,3.18,0.4,9.3,0
2652,7.3,0.22,2.17,2.3,0.018000000000000002,146.8341224489796,80.0,1,3.06,0.34,12.9,1
