,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Shop_Day,Shop_Other,Shop_Dairy,Shop_Household,Shop_Meat,Group
2276,Male,No,38.0,Yes,Entertainment,8.0,Low,1.0,6.0,12.981,3.957,15.389000000000001,6.769,D
2278,Female,No,40.0,Yes,Engineer,1.0,Low,3.0,3.0,8.271,0.8109999999999999,2.158,3.6860000000000004,B
2279,Male,Yes,68.0,Yes,Artist,0.0,High,2.0,6.0,8.187000000000001,0.34299999999999997,-4.489,5.7139999999999995,B
2280,Male,Yes,50.0,Yes,Entertainment,1.0,Low,4.0,6.0,6.154,5.209,4.24,1.004,A
2281,Male,No,21.0,No,Healthcare,0.0,Low,4.0,6.0,10.368,-0.134,5.5920000000000005,1.02,D
2282,Male,No,29.0,Yes,Healthcare,1.0,Low,3.0,6.0,-1.095,4.45,-2.656,3.97,B
2284,Female,Yes,39.0,No,Engineer,1.0,Average,4.0,4.0,0.474,7.196000000000001,-7.718999999999999,8.03,B
2285,Male,Yes,41.0,Yes,Executive,0.0,Low,4.0,6.0,1.082,7.755,1.851,1.055,B
2286,Male,No,28.0,No,Doctor,1.0,Low,1.0,6.0,16.831,3.491,5.497000000000001,6.867999999999999,D
2287,Female,No,22.0,No,Healthcare,0.0,Low,3.0,2.0,9.838,8.404,10.764000000000001,4.426,D
2288,Male,No,35.0,Yes,Artist,1.0,Low,1.0,6.0,5.877999999999999,4.7780000000000005,3.7680000000000002,3.713,A
2289,Female,Yes,49.0,Yes,Artist,3.0,Low,2.0,6.0,6.311,3.8689999999999998,-2.925,6.45,B
2290,Female,Yes,26.0,Yes,Healthcare,8.0,Low,2.0,3.0,14.037,3.053,-0.88,9.573,D
2291,Female,No,33.0,No,Healthcare,1.0,Low,1.0,4.0,12.155999999999999,6.662999999999999,10.176,3.8789999999999996,C
2292,Female,No,27.0,No,Engineer,0.0,Low,2.0,3.0,7.4639999999999995,0.228,11.558,11.15,D
2293,Female,No,50.0,No,Entertainment,8.0,Low,2.0,6.0,5.7170000000000005,6.602,4.3839999999999995,0.966,A
2295,Male,No,43.0,Yes,Marketing,0.0,Low,2.0,6.0,5.501,2.989,6.289,-1.9909999999999999,A
2296,Male,No,35.0,Yes,Entertainment,13.0,Low,1.0,6.0,8.101,-0.275,5.359,-4.789,D
2297,Female,Yes,50.0,Yes,Artist,1.0,Low,1.0,6.0,9.047,10.195,5.912000000000001,0.932,C
2298,Male,No,31.0,Yes,Artist,7.0,Low,1.0,4.0,7.175,0.011000000000000001,0.439,0.7290000000000001,A
2299,Female,Yes,29.0,No,Engineer,1.0,High,2.0,6.0,9.216000000000001,5.785,9.181000000000001,6.815,D
2300,Female,No,20.0,No,Healthcare,0.0,Low,2.0,6.0,7.933,7.074,11.109000000000002,6.547999999999999,D
2301,Male,Yes,66.0,Yes,Entertainment,1.0,Average,2.0,6.0,13.11,9.533999999999999,13.907,12.037,C
2302,Male,Yes,37.0,Yes,Healthcare,1.0,Average,2.0,4.0,4.516,7.952000000000001,4.628,7.017,A
2303,Male,Yes,52.0,Yes,Artist,2.0,Average,2.0,6.0,12.362,7.459,12.023,16.552,C
2304,Male,Yes,45.0,Yes,Executive,7.0,High,5.0,6.0,8.993,7.3420000000000005,13.587,11.257,C
2305,Female,No,27.0,Yes,Healthcare,2.0,Low,6.0,6.0,2.4090000000000003,4.427,5.527,5.457999999999999,D
2306,Female,Yes,46.0,Yes,Artist,1.0,High,4.0,6.0,11.69,8.959,9.222000000000001,0.682,C
2307,Female,Yes,43.0,No,Doctor,9.0,Low,1.0,2.0,5.059,6.792999999999999,2.326,4.558,A
2308,Female,No,32.0,No,Doctor,8.0,Low,6.0,6.0,16.357,2.99,10.339,4.169,C
2309,Male,Yes,87.0,Yes,Lawyer,1.0,Low,4.0,6.0,5.659,9.946,10.448,7.317,C
2310,Female,Yes,40.0,Yes,Engineer,1.0,Average,5.0,3.0,7.6739999999999995,-0.9520000000000001,4.129,5.058,B
2311,Male,No,59.0,Yes,Artist,1.0,Low,2.0,6.0,2.8819999999999997,-0.71,1.4069999999999998,-0.485,B
2312,Male,Yes,63.0,Yes,Artist,1.0,Average,3.0,6.0,3.833,15.365,0.478,9.156,C
2314,Female,Yes,65.0,No,Lawyer,1.0,High,2.0,6.0,6.224,1.0170000000000001,5.652,2.313,A
2315,Male,No,47.0,Yes,Artist,0.0,Low,1.0,6.0,6.595,-0.11599999999999999,0.204,6.553,B
2316,Female,Yes,45.0,Yes,Artist,9.0,Low,2.0,6.0,18.19,8.576,12.439,13.251,C
2317,Male,Yes,79.0,No,Lawyer,0.0,Low,1.0,6.0,14.262,7.0,9.62,6.28,D
2319,Female,No,38.0,Yes,Healthcare,0.0,Low,2.0,6.0,6.27,-0.96,3.4760000000000004,4.428999999999999,B
2320,Female,Yes,28.0,Yes,Healthcare,1.0,Low,2.0,6.0,6.2139999999999995,10.362,1.83,9.414,D
2321,Male,No,20.0,No,Healthcare,2.0,Low,3.0,4.0,11.039000000000001,6.75,12.749,3.513,D
2323,Male,No,22.0,No,Healthcare,0.0,Low,4.0,6.0,8.747,2.19,0.313,-1.2919999999999998,D
2324,Male,Yes,56.0,No,Healthcare,0.0,High,4.0,7.0,4.47,-0.44299999999999995,-2.9219999999999997,7.433,B
2325,Female,No,32.0,Yes,Doctor,5.0,Low,3.0,4.0,8.596,2.645,4.373,4.482,A
2327,Female,Yes,68.0,Yes,Artist,1.0,High,2.0,6.0,11.517000000000001,7.635,10.023,6.315,C
2328,Male,Yes,53.0,Yes,Artist,1.0,Average,3.0,6.0,-3.628,15.029000000000002,5.2,7.813,C
2329,Female,Yes,38.0,Yes,Artist,7.0,Average,3.0,1.0,5.5,4.958,0.092,5.452000000000001,B
2330,Male,No,22.0,No,Healthcare,1.0,Low,5.0,2.0,6.47,-1.837,11.085999999999999,5.2010000000000005,D
2331,Female,Yes,49.0,Yes,Artist,0.0,High,4.0,6.0,13.901,4.99,7.705,7.945,C
2332,Male,Yes,43.0,Yes,Artist,1.0,Low,2.0,6.0,2.842,1.811,4.072,4.371,B
2333,Female,No,33.0,No,Doctor,0.0,Low,1.0,3.0,8.288,9.649,12.549000000000001,1.87,D
2335,Female,Yes,65.0,Yes,Lawyer,2.0,Low,6.0,1.0,8.249,0.578,0.139,3.0869999999999997,D
2337,Male,Yes,36.0,Yes,Entertainment,0.0,Average,2.0,6.0,11.119000000000002,8.315,14.4,6.0889999999999995,C
2338,Female,Yes,43.0,No,Engineer,4.0,Average,7.0,4.0,5.332999999999999,2.062,4.266,1.254,A
2339,Female,No,18.0,No,Entertainment,1.0,Low,5.0,2.0,14.485,8.267000000000001,4.272,3.008,C
2340,Female,Yes,43.0,No,Engineer,1.0,Average,2.0,6.0,-2.5860000000000003,6.465,2.978,4.1739999999999995,B
2342,Female,Yes,27.0,No,Marketing,1.0,High,4.0,6.0,4.768,0.772,0.95,-0.298,D
2343,Male,Yes,39.0,Yes,Healthcare,11.0,Average,2.0,6.0,6.711,1.0270000000000001,0.022000000000000002,3.715,B
2344,Male,Yes,61.0,Yes,Artist,2.0,Low,2.0,6.0,3.2030000000000003,8.559,-0.462,4.3919999999999995,B
2345,Female,Yes,73.0,Yes,Lawyer,1.0,Low,5.0,1.0,12.739,6.897,8.884,2.813,D
2346,Male,No,26.0,Yes,Engineer,0.0,Low,5.0,4.0,12.100999999999999,-1.555,16.33,2.9960000000000004,C
2347,Male,Yes,52.0,Yes,Artist,7.0,Average,4.0,6.0,-2.066,1.454,1.474,1.798,B
2348,Male,Yes,50.0,Yes,Artist,1.0,Low,1.0,6.0,7.422000000000001,2.847,-3.318,8.98,B
2350,Male,Yes,50.0,No,Artist,1.0,Average,3.0,6.0,12.302999999999999,8.535,11.505,9.591000000000001,C
2353,Female,Yes,86.0,No,Lawyer,1.0,Low,1.0,6.0,18.325,10.335999999999999,8.11,3.6239999999999997,D
2355,Male,No,32.0,No,Entertainment,9.0,Low,4.0,6.0,6.941,8.677999999999999,7.32,0.981,A
2356,Female,No,22.0,No,Healthcare,5.0,Low,3.0,2.0,9.384,1.564,10.635,10.774000000000001,D
2357,Female,Yes,36.0,Yes,Artist,1.0,Average,4.0,6.0,0.36700000000000005,2.195,6.144,4.22,B
2359,Female,Yes,69.0,No,Doctor,0.0,Low,1.0,3.0,6.656000000000001,2.603,3.839,9.135,A
2361,Female,Yes,81.0,No,Doctor,0.0,High,2.0,6.0,5.565,6.607,4.029,1.153,A
2362,Female,No,28.0,No,Healthcare,9.0,Low,2.0,6.0,8.17,5.609,7.558,5.084,D
2363,Male,No,28.0,Yes,Healthcare,6.0,Low,5.0,2.0,11.190999999999999,4.891,8.522,8.781,D
2364,Male,No,52.0,Yes,Entertainment,1.0,Low,5.0,4.0,-2.8280000000000003,-3.0380000000000003,0.306,9.494,B
2365,Female,Yes,40.0,Yes,Artist,4.0,Average,5.0,6.0,8.539,2.843,1.79,8.792,B
2366,Male,No,68.0,Yes,Lawyer,0.0,Low,3.0,6.0,1.3980000000000001,-0.141,-2.174,-0.856,B
2367,Female,Yes,37.0,No,Artist,1.0,Average,2.0,4.0,10.759,-1.8430000000000002,6.197,-0.736,D
2368,Male,No,26.0,No,Marketing,1.0,Low,5.0,6.0,13.862,3.6,3.093,6.3660000000000005,D
2369,Female,No,31.0,No,Homemaker,8.0,Low,1.0,6.0,4.327,4.427,3.8739999999999997,1.159,A
2370,Female,Yes,68.0,Yes,Lawyer,0.0,Low,2.0,6.0,17.833,9.371,10.767999999999999,3.1919999999999997,C
2371,Male,Yes,42.0,Yes,Artist,1.0,Average,3.0,6.0,13.918,13.763,14.382,10.311,C
2372,Female,Yes,56.0,Yes,Artist,1.0,Average,6.0,5.0,12.832,10.98,3.935,7.763999999999999,C
2373,Male,Yes,37.0,No,Entertainment,1.0,Low,2.0,6.0,5.542000000000001,4.944,4.586,3.011,A
2374,Male,Yes,58.0,Yes,Artist,1.0,Low,1.0,6.0,11.182,8.128,5.402,13.277999999999999,D
2375,Male,No,33.0,Yes,Artist,7.0,Low,1.0,6.0,5.394,6.409,3.9130000000000003,7.307,A
2376,Female,No,31.0,No,Homemaker,8.0,Low,1.0,4.0,1.724,-0.598,3.375,0.632,D
2378,Male,No,25.0,No,Healthcare,7.0,Low,4.0,4.0,12.698,2.963,8.661,6.9079999999999995,D
2379,Male,Yes,51.0,Yes,Entertainment,1.0,Average,2.0,6.0,-1.0859999999999999,0.5529999999999999,-0.299,4.341,B
2381,Male,Yes,69.0,Yes,Executive,1.0,Average,4.0,6.0,-1.641,3.5469999999999997,-1.916,10.409,B
2383,Male,Yes,38.0,Yes,Artist,0.0,Low,2.0,6.0,16.615,3.1189999999999998,9.942,11.302,C
2385,Female,No,19.0,No,Healthcare,0.0,Low,4.0,6.0,11.942,2.173,10.15,10.783,D
2386,Female,No,32.0,Yes,Healthcare,6.0,Low,3.0,6.0,11.032,5.99,9.863,5.523,D
2387,Male,No,31.0,Yes,Artist,1.0,Low,5.0,6.0,13.942,12.265,13.654000000000002,5.105,C
2388,Male,No,19.0,No,Healthcare,13.0,Low,3.0,3.0,13.133,4.229,-0.474,6.582999999999999,D
2389,Male,Yes,41.0,Yes,Entertainment,0.0,Average,3.0,4.0,8.726,3.3739999999999997,11.767000000000001,13.100999999999999,C
2390,Female,No,39.0,No,Entertainment,1.0,Low,6.0,3.0,11.591,2.34,4.428999999999999,0.728,D
2391,Male,No,21.0,No,Healthcare,1.0,Low,4.0,3.0,5.6160000000000005,-4.8180000000000005,9.342,6.263999999999999,D
2392,Female,No,30.0,No,Healthcare,0.0,Low,3.0,6.0,6.986000000000001,5.6770000000000005,12.897,5.303,D
2393,Male,No,23.0,No,Healthcare,0.0,Low,6.0,3.0,12.792,1.808,1.557,1.8869999999999998,D
2394,Male,Yes,65.0,No,Entertainment,0.0,Average,2.0,6.0,17.082,16.808,10.919,5.053999999999999,C
2395,Male,No,31.0,No,Executive,1.0,Low,5.0,1.0,7.614,2.292,5.0760000000000005,3.36,D
2397,Female,Yes,73.0,No,Artist,1.0,High,2.0,6.0,15.530999999999999,8.254,6.922999999999999,12.850999999999999,C
2398,Male,Yes,42.0,Yes,Doctor,9.0,Low,2.0,6.0,19.984,7.646,8.711,5.689,C
2399,Male,No,47.0,Yes,Artist,0.0,Low,1.0,3.0,4.223,-2.725,1.355,4.452,B
2400,Female,No,19.0,No,Healthcare,0.0,Low,5.0,2.0,14.632,3.7489999999999997,2.886,3.093,D
2401,Male,Yes,43.0,No,Executive,3.0,Low,9.0,4.0,10.36,5.6610000000000005,11.155,3.7760000000000002,D
2402,Female,No,25.0,No,Marketing,1.0,Low,7.0,2.0,9.04,1.337,2.428,3.452,B
2403,Female,No,28.0,Yes,Entertainment,0.0,Low,3.0,6.0,5.233,5.395,4.684,6.787000000000001,D
2404,Female,Yes,40.0,Yes,Artist,1.0,Average,2.0,4.0,12.805,2.685,10.450999999999999,7.0520000000000005,C
2406,Female,No,30.0,Yes,Doctor,8.0,Low,3.0,4.0,7.2620000000000005,5.011,9.886000000000001,5.603,D
2408,Male,No,26.0,Yes,Healthcare,8.0,Low,2.0,6.0,16.469,17.323,15.946,11.123,C
2410,Male,Yes,33.0,Yes,Healthcare,0.0,Low,2.0,7.0,3.759,4.067,1.625,3.9619999999999997,A
2411,Male,No,50.0,No,Marketing,1.0,Low,2.0,7.0,11.585,10.940999999999999,10.574000000000002,8.677999999999999,C
2412,Male,Yes,83.0,No,Lawyer,0.0,Low,1.0,6.0,6.085,4.7219999999999995,13.373,11.055,D
2413,Female,No,37.0,Yes,Artist,9.0,Low,1.0,6.0,0.332,4.147,4.2860000000000005,3.77,B
2414,Male,Yes,37.0,Yes,Artist,6.0,Average,2.0,3.0,6.325,4.944,1.39,0.292,A
2415,Male,Yes,55.0,No,Lawyer,1.0,High,3.0,6.0,12.045,9.746,10.402999999999999,1.3259999999999998,C
2416,Male,Yes,61.0,Yes,Artist,0.0,Low,2.0,3.0,21.037,6.47,5.466,5.962999999999999,C
2417,Female,Yes,39.0,Yes,Artist,3.0,Low,1.0,6.0,7.9270000000000005,3.818,-0.23199999999999998,5.779,B
2418,Male,Yes,40.0,Yes,Artist,1.0,Low,2.0,6.0,6.087999999999999,7.68,6.865,10.552999999999999,C
2419,Male,Yes,55.0,Yes,Artist,2.0,Low,1.0,6.0,2.391,2.269,4.891,5.382999999999999,B
2420,Male,Yes,50.0,Yes,Healthcare,1.0,Average,1.0,6.0,10.85,0.354,4.695,2.051,D
2421,Male,No,26.0,Yes,Doctor,13.0,Low,3.0,6.0,10.872,5.537000000000001,4.397,5.558,D
2422,Female,No,53.0,Yes,Artist,1.0,Low,1.0,6.0,1.128,12.495999999999999,6.042999999999999,8.045,C
2423,Female,No,28.0,Yes,Healthcare,1.0,Low,5.0,6.0,3.574,-0.151,0.877,3.0180000000000002,B
2424,Female,No,32.0,Yes,Artist,7.0,Low,3.0,6.0,8.106,5.421,5.25,5.207000000000001,A
2425,Female,No,31.0,Yes,Marketing,0.0,Low,1.0,6.0,12.495999999999999,5.199,8.73,6.83,D
2426,Male,No,30.0,No,Healthcare,0.0,Low,4.0,6.0,3.154,0.8420000000000001,2.128,3.0839999999999996,B
2427,Female,No,31.0,Yes,Doctor,0.0,Low,4.0,3.0,3.813,3.7769999999999997,2.25,3.6,A
2428,Male,Yes,47.0,Yes,Artist,4.0,Low,1.0,3.0,8.272,4.431,6.6739999999999995,3.2489999999999997,A
2429,Male,Yes,49.0,Yes,Artist,3.0,Average,2.0,6.0,10.067,9.738,7.858,15.544,C
2430,Male,Yes,37.0,Yes,Executive,1.0,High,3.0,6.0,4.306,-0.892,-1.819,4.938,B
2431,Male,Yes,47.0,Yes,Artist,13.0,Average,4.0,6.0,14.495999999999999,5.599,15.012,-1.8659999999999999,C
2433,Female,No,20.0,No,Entertainment,1.0,Low,7.0,3.0,9.954,12.751,17.407,11.530999999999999,C
2434,Male,Yes,79.0,No,Lawyer,0.0,High,2.0,6.0,1.252,5.119,0.8370000000000001,3.227,B
2435,Male,Yes,47.0,No,Executive,1.0,High,6.0,6.0,23.324,13.395999999999999,14.404000000000002,1.2590000000000001,C
2437,Male,No,23.0,No,Healthcare,1.0,Low,4.0,6.0,15.902000000000001,4.9510000000000005,0.17,4.353,D
2438,Female,No,29.0,No,Engineer,9.0,Low,4.0,4.0,3.136,0.047,5.106,1.114,A
2439,Female,No,33.0,Yes,Engineer,10.0,Low,1.0,6.0,7.084,2.736,5.337999999999999,3.264,A
2440,Male,No,21.0,No,Healthcare,0.0,Low,4.0,3.0,9.735,2.804,7.941,9.517999999999999,D
2441,Male,No,18.0,No,Healthcare,8.0,Low,4.0,6.0,13.295,6.252999999999999,9.187000000000001,7.01,D
2442,Male,Yes,70.0,Yes,Lawyer,1.0,High,2.0,6.0,6.801,9.986,11.593,7.711,C
2443,Female,Yes,56.0,Yes,Artist,0.0,Average,2.0,6.0,11.915999999999999,16.017,6.882999999999999,12.924000000000001,C
2444,Male,Yes,42.0,Yes,Artist,2.0,Average,2.0,6.0,2.6660000000000004,0.267,1.844,3.2230000000000003,B
2445,Female,No,28.0,No,Healthcare,1.0,Low,2.0,6.0,-0.042,2.168,4.269,2.521,B
2446,Male,Yes,41.0,Yes,Executive,1.0,High,4.0,4.0,2.5989999999999998,3.3080000000000003,-2.253,7.709,B
2448,Male,No,30.0,Yes,Artist,9.0,Low,2.0,6.0,5.5329999999999995,4.428999999999999,4.154,-0.617,A
2449,Male,Yes,53.0,No,Lawyer,0.0,Low,2.0,6.0,7.664,0.948,9.435,5.67,D
2450,Male,No,26.0,Yes,Executive,9.0,Low,4.0,6.0,12.613,3.74,9.605,12.686,D
2451,Male,Yes,51.0,Yes,Artist,1.0,Low,3.0,6.0,16.959,5.06,7.657,13.652000000000001,C
2452,Male,No,19.0,No,Artist,9.0,Low,7.0,7.0,7.767,1.238,5.468,2.311,B
2454,Female,Yes,51.0,Yes,Engineer,0.0,Low,1.0,6.0,5.15,5.779,6.068,1.597,A
2455,Female,Yes,70.0,Yes,Homemaker,3.0,Low,2.0,6.0,-1.925,5.646,4.196000000000001,4.341,B
2456,Female,No,38.0,Yes,Doctor,0.0,Low,1.0,6.0,9.56,1.7180000000000002,5.434,3.1919999999999997,A
2457,Female,No,21.0,No,Healthcare,0.0,Low,4.0,4.0,10.905999999999999,7.909,7.487,11.189,D
2458,Male,Yes,80.0,No,Lawyer,0.0,Low,1.0,4.0,5.599,0.534,-3.218,2.49,B
2459,Female,Yes,19.0,No,Artist,1.0,High,2.0,4.0,14.251,-0.6579999999999999,9.357000000000001,12.114,D
2460,Male,No,33.0,No,Entertainment,1.0,Low,1.0,6.0,11.388,-3.721,15.694,3.3819999999999997,D
2461,Male,Yes,48.0,Yes,Entertainment,1.0,Average,6.0,6.0,10.09,9.937999999999999,9.732999999999999,5.27,C
2463,Female,No,33.0,Yes,Engineer,0.0,Low,3.0,1.0,16.772000000000002,4.803,12.627,8.362,D
2464,Female,No,31.0,No,Healthcare,1.0,Low,4.0,6.0,11.265,7.1129999999999995,7.4910000000000005,15.588,C
2465,Female,Yes,48.0,Yes,Artist,1.0,Average,2.0,6.0,14.758,3.9810000000000003,10.927999999999999,11.155999999999999,C
2466,Male,Yes,49.0,No,Engineer,1.0,Average,8.0,4.0,11.526,9.562999999999999,6.114,7.421,D
2467,Female,Yes,38.0,No,Artist,1.0,Low,1.0,6.0,4.459,7.535,-1.9040000000000001,1.944,B
2468,Female,No,39.0,Yes,Artist,1.0,Low,1.0,3.0,6.7010000000000005,0.9540000000000001,4.061,4.585,A
2469,Female,Yes,46.0,Yes,Entertainment,2.0,Average,2.0,6.0,3.813,4.003,1.2329999999999999,6.636,B
2470,Male,Yes,41.0,Yes,Artist,8.0,Average,2.0,6.0,6.523,8.441,8.2,8.896,C
2471,Female,Yes,31.0,No,Artist,0.0,High,3.0,4.0,5.99,3.27,3.034,-0.264,A
2472,Male,Yes,37.0,Yes,Entertainment,8.0,Average,2.0,6.0,13.34,1.524,17.03,12.414000000000001,C
2473,Female,Yes,58.0,No,Engineer,1.0,Low,1.0,6.0,4.13,3.74,-0.9540000000000001,0.988,B
2474,Female,Yes,49.0,Yes,Engineer,1.0,Average,2.0,6.0,7.51,1.901,4.482,1.33,A
2475,Female,Yes,47.0,No,Marketing,2.0,Low,1.0,6.0,3.549,10.454,3.16,8.567,D
2478,Female,Yes,33.0,Yes,Doctor,0.0,Low,2.0,6.0,4.386,2.92,8.221,6.144,A
2479,Male,No,33.0,No,Healthcare,0.0,Low,4.0,2.0,0.325,5.747000000000001,-0.758,8.015,B
2481,Male,Yes,45.0,No,Doctor,8.0,Low,2.0,3.0,5.848,2.323,2.064,2.36,A
2482,Female,Yes,45.0,Yes,Homemaker,1.0,Low,1.0,3.0,2.0669999999999997,5.024,1.5030000000000001,7.0,B
2484,Female,No,21.0,No,Entertainment,1.0,Low,4.0,6.0,9.628,5.562,6.154,6.859,D
2485,Female,No,36.0,Yes,Artist,9.0,Low,2.0,6.0,7.143,5.553999999999999,7.579,4.827,A
2487,Female,No,28.0,No,Artist,0.0,Low,5.0,2.0,15.068,5.68,9.208,2.3819999999999997,C
2488,Female,Yes,89.0,No,Lawyer,0.0,High,2.0,6.0,2.8810000000000002,2.553,3.7,3.6719999999999997,A
2489,Male,Yes,48.0,Yes,Executive,1.0,High,4.0,6.0,7.801,9.001,1.584,8.9,C
2491,Male,No,23.0,No,Healthcare,1.0,Low,3.0,6.0,12.869000000000002,-1.984,6.861000000000001,1.6,D
2492,Female,No,18.0,No,Healthcare,3.0,Low,4.0,6.0,11.432,7.3660000000000005,7.249,8.601,D
2493,Male,Yes,58.0,Yes,Lawyer,2.0,High,2.0,6.0,3.813,10.699000000000002,8.282,7.337999999999999,C
2494,Male,Yes,42.0,No,Entertainment,9.0,Average,3.0,6.0,4.19,6.346,3.125,3.969,A
2495,Male,No,22.0,No,Healthcare,0.0,Low,3.0,6.0,11.027999999999999,2.3040000000000003,4.187,4.409,D
2496,Female,Yes,50.0,Yes,Artist,2.0,Low,1.0,6.0,4.631,0.076,0.922,7.577000000000001,B
2497,Female,Yes,40.0,Yes,Entertainment,1.0,Low,2.0,6.0,4.934,2.952,2.309,6.632000000000001,B
2499,Female,No,27.0,No,Artist,1.0,Low,3.0,3.0,4.761,5.005,3.7739999999999996,7.6370000000000005,D
2500,Male,Yes,40.0,Yes,Artist,1.0,Average,3.0,6.0,-2.294,0.474,-4.184,11.635,B
2501,Female,Yes,81.0,No,Lawyer,1.0,Low,3.0,3.0,1.715,1.258,-1.4340000000000002,5.495,B
2503,Female,Yes,39.0,No,Doctor,0.0,Low,2.0,6.0,4.981,2.843,-2.989,1.964,B
2504,Male,Yes,83.0,No,Lawyer,0.0,High,3.0,3.0,7.412999999999999,-0.589,4.796,1.136,D
2505,Male,Yes,55.0,Yes,Artist,0.0,Low,1.0,6.0,5.114,4.47,3.986,3.175,B
2506,Male,Yes,51.0,Yes,Doctor,1.0,Low,3.0,6.0,7.87,3.782,3.812,5.37,A
2507,Male,Yes,42.0,No,Engineer,5.0,Average,4.0,4.0,4.687,5.724,6.104,1.96,A
2508,Male,Yes,27.0,Yes,Artist,1.0,Low,4.0,6.0,17.191,9.826,9.363,1.889,C
2509,Male,Yes,53.0,Yes,Executive,1.0,High,2.0,6.0,4.148,6.784,8.924,10.270999999999999,C
2511,Male,Yes,62.0,Yes,Artist,0.0,Average,9.0,3.0,11.103,1.044,7.551,7.886,C
2514,Male,No,27.0,No,Healthcare,1.0,Low,3.0,3.0,5.267,3.717,2.56,0.652,A
2515,Female,Yes,84.0,No,Lawyer,0.0,High,2.0,6.0,2.634,-0.017,7.516,0.163,B
2516,Male,No,26.0,No,Doctor,4.0,Low,3.0,6.0,4.749,1.899,1.669,10.284,D
2517,Male,No,26.0,No,Artist,11.0,Low,4.0,6.0,10.136000000000001,7.761,11.864,14.860999999999999,C
2518,Male,No,33.0,Yes,Entertainment,1.0,Low,1.0,6.0,3.037,3.545,3.431,0.7340000000000001,A
2519,Male,No,27.0,Yes,Artist,0.0,Low,1.0,6.0,2.167,1.87,11.026,4.638999999999999,D
2520,Female,Yes,46.0,No,Entertainment,9.0,Average,5.0,4.0,7.942,1.51,8.521,5.138,D
2521,Female,No,28.0,No,Doctor,1.0,Low,5.0,2.0,6.371,3.377,1.9069999999999998,3.217,A
2522,Female,No,25.0,No,Healthcare,1.0,Low,3.0,6.0,4.221,1.81,4.9430000000000005,3.588,A
2523,Female,Yes,47.0,Yes,Marketing,1.0,Average,3.0,6.0,5.8389999999999995,2.109,1.999,1.227,A
2524,Female,No,32.0,No,Artist,3.0,Low,4.0,6.0,10.323,15.312000000000001,1.115,10.183,C
2525,Female,No,21.0,No,Healthcare,6.0,Low,4.0,4.0,9.823,6.9079999999999995,8.149,12.242,D
2526,Male,Yes,73.0,Yes,Lawyer,1.0,High,4.0,6.0,16.234,-3.6889999999999996,8.006,0.813,C
2527,Male,Yes,35.0,Yes,Artist,0.0,Average,2.0,6.0,6.131,4.294,0.442,3.7710000000000004,B
2528,Male,No,52.0,Yes,Artist,1.0,Low,1.0,6.0,2.867,0.29100000000000004,5.083,1.175,B
2529,Male,Yes,40.0,Yes,Artist,1.0,Low,2.0,6.0,2.373,0.675,1.7269999999999999,4.6610000000000005,B
2530,Male,No,31.0,Yes,Healthcare,1.0,Low,1.0,6.0,13.532,0.149,11.645999999999999,7.659,D
2531,Female,Yes,88.0,Yes,Lawyer,1.0,High,2.0,6.0,5.088,2.42,2.998,3.033,A
2533,Female,No,41.0,Yes,Artist,1.0,Low,2.0,6.0,16.680999999999997,2.5540000000000003,3.162,9.347000000000001,C
2534,Female,Yes,73.0,Yes,Artist,1.0,Average,2.0,6.0,23.191999999999997,9.753,15.765999999999998,8.985,C
2535,Male,Yes,45.0,Yes,Artist,7.0,Average,5.0,6.0,3.387,-2.6830000000000003,2.003,5.397,B
2537,Male,Yes,75.0,Yes,Lawyer,0.0,High,2.0,6.0,12.892000000000001,11.597999999999999,10.048,3.9410000000000003,C
2538,Male,No,39.0,Yes,Entertainment,9.0,Low,2.0,6.0,5.109,3.387,8.282,2.563,A
2539,Female,Yes,89.0,No,Lawyer,0.0,High,2.0,6.0,6.938,1.1740000000000002,2.8739999999999997,-1.093,A
2541,Female,Yes,50.0,Yes,Artist,1.0,Average,2.0,6.0,11.494000000000002,2.385,12.362,10.419,C
2543,Male,Yes,50.0,Yes,Executive,4.0,Average,4.0,2.0,2.254,-4.827,2.667,0.221,B
2544,Female,No,53.0,No,Entertainment,0.0,Low,3.0,6.0,20.215999999999998,13.727,5.707999999999999,10.92,D
2548,Female,Yes,27.0,Yes,Homemaker,1.0,Average,2.0,6.0,3.407,4.101,3.375,3.3930000000000002,A
2549,Male,Yes,41.0,Yes,Artist,1.0,Low,2.0,6.0,9.427999999999999,4.71,3.36,0.972,A
2550,Male,Yes,50.0,Yes,Entertainment,3.0,Low,2.0,6.0,5.928999999999999,2.279,0.047,4.05,A
2551,Male,Yes,56.0,Yes,Executive,8.0,High,5.0,6.0,20.426,6.808,13.573,8.447000000000001,C
2552,Male,Yes,28.0,No,Entertainment,0.0,Average,2.0,4.0,5.752000000000001,3.208,3.7,5.944,A
2553,Female,No,46.0,Yes,Marketing,0.0,Low,3.0,6.0,16.979,6.375,1.869,7.62,D
2554,Female,Yes,72.0,Yes,Doctor,1.0,Average,2.0,6.0,8.456,4.915,2.685,-0.42,A
2555,Female,Yes,41.0,No,Doctor,1.0,Low,1.0,7.0,4.582,7.124,3.531,2.283,A
2557,Female,Yes,27.0,Yes,Artist,8.0,Average,2.0,6.0,8.446,-2.971,20.629,7.497999999999999,C
