fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
7.1,0.22,1.92,16.9,0.056,169.0,158.0,4.0,3.37,0.38,9.6,6,0.0
7.1,0.22,1.92,16.9,0.056,167.0,158.0,4.0,3.37,0.38,9.6,6,0.0
8.3,0.24,1.62,2.1,0.03,144.0,162.0,1.0,2.99,0.68,11.9,6,0.0
6.8,0.26,1.92,7.0,0.041,158.0,118.0,2.0,3.25,0.52,10.8,6,0.0
7.2,0.16,1.3,7.1,0.054,145.0,224.0,3.0,3.38,0.55,10.1,5,0.0
7.9,0.18,2.16,5.9,0.058,147.0,132.0,3.0,3.25,0.52,10.9,6,0.0
7.2,0.16,1.3,7.1,0.054,143.0,224.0,3.0,3.38,0.55,10.1,5,0.0
5.5,0.24,1.6,8.7,0.06,125.0,102.0,2.0,3.27,0.31,10.4,5,0.0
7.1,0.33,3.2,13.2,0.056,114.0,105.0,4.0,3.05,0.39,9.2,5,0.0
7.7,0.28,1.75,15.3,0.056,129.0,117.0,4.0,3.27,0.5,9.6,5,0.0
7.7,0.28,1.75,15.3,0.056,129.0,117.0,4.0,3.27,0.5,9.6,5,0.0
7.5,0.26,2.6,13.2,0.047,162.0,179.0,4.0,3.1,0.46,9.0,5,0.0
6.5,0.14,2.24,2.7,0.037,158.0,89.0,2.0,3.4,0.74,11.5,7,0.0
8.2,0.21,1.92,10.65,0.053,175.0,145.0,4.0,3.17,0.48,10.2,6,0.0
7.2,0.2,1.86,10.0,0.054,167.0,165.0,4.0,3.4,0.42,9.9,6,0.0
7.2,0.115,1.8,6.8,0.056,146.0,105.0,3.0,3.44,0.4,9.6,6,0.0
6.4,0.29,1.0,15.6,0.04,122.0,142.0,3.0,3.1,0.54,10.6,5,0.0
7.1,0.33,3.2,13.2,0.056,114.0,105.0,4.0,3.05,0.39,9.2,5,0.0
6.8,0.24,2.04,5.1,0.038,147.0,99.0,1.0,3.24,0.46,11.8,6,0.0
7.0,0.24,2.04,3.0,0.035,150.0,102.0,1.0,3.18,0.43,12.2,6,0.0
7.7,0.28,1.75,15.3,0.056,129.0,117.0,4.0,3.27,0.5,9.6,5,0.0
7.5,0.18,2.34,1.9,0.054,145.0,91.0,2.0,3.27,0.45,10.3,6,0.0
7.8,0.29,1.65,8.75,0.035,137.0,181.0,3.0,3.11,0.46,10.7,5,0.0
7.9,0.28,1.28,3.6,0.038,93.0,76.0,1.0,3.05,0.31,11.7,4,0.0
8.5,0.25,1.62,4.7,0.031,153.0,92.0,1.0,3.01,0.33,12.0,6,0.0
7.4,0.18,1.62,1.3,0.048,144.0,105.0,2.0,3.52,0.66,10.6,6,0.0
6.3,0.24,1.48,1.8,0.031,88.0,61.0,1.0,3.3,0.34,12.2,4,0.0
6.0,0.33,2.28,9.7,0.04,153.0,124.0,3.0,3.47,0.48,11.0,6,0.0
6.8,0.37,1.96,4.0,0.03,169.0,79.0,1.0,3.23,0.46,12.4,7,0.0
8.5,0.25,1.62,4.7,0.031,153.0,92.0,1.0,3.01,0.33,12.0,6,0.0
8.4,0.22,1.4,18.8,0.028,151.0,130.0,4.0,2.96,0.35,11.6,5,0.0
7.0,0.35,1.55,1.8,0.069,115.0,162.0,2.0,3.18,0.47,9.4,5,0.0
7.0,0.35,1.55,1.8,0.069,115.0,162.0,2.0,3.18,0.47,9.4,5,0.0
7.4,0.19,2.1,12.8,0.053,182.5,229.0,4.0,3.14,0.49,9.1,7,0.0
7.4,0.19,2.1,12.8,0.053,188.5,115.61731664259348,4.0,3.14,0.49,9.1,7,0.0
7.4,0.19,2.1,12.8,0.053,188.5,229.0,4.0,3.14,0.49,9.1,7,0.0
7.4,0.19,2.1,12.8,0.053,188.5,229.0,4.0,3.14,0.49,9.1,7,0.0
7.4,0.19,2.1,12.8,0.053,190.5,229.0,4.0,3.14,0.49,9.1,7,0.0
6.9,0.32,0.65,7.8,0.042,113.0,117.0,3.0,3.23,0.37,9.2,5,0.0
7.6,0.32,2.9,16.75,0.05,141.0,163.0,4.0,3.15,0.54,9.2,5,0.0
7.4,0.19,2.1,12.8,0.053,186.5,229.0,4.0,3.14,0.49,9.1,7,0.0
7.4,0.19,2.1,12.8,0.053,186.5,212.0,4.0,3.2353386767248153,0.49,9.1,7,0.0
6.9,0.32,0.65,7.8,0.042,111.0,117.0,3.0,3.23,0.37,9.2,5,0.0
6.0,0.34,1.68,5.4,0.06,163.0,126.0,3.0,3.25,0.44,9.0,7,0.0
7.6,0.32,2.9,16.75,0.05,147.0,163.0,4.0,3.15,0.54,9.2,5,0.0
7.7,0.24,1.86,1.3,0.047,149.0,106.0,2.0,3.22,0.55,10.8,6,0.0
8.0,0.36,2.58,10.1,0.053,153.0,146.0,4.0,3.4,0.46,9.5,6,0.0
7.4,0.29,1.5,3.8,0.044,150.0,114.0,1.0,3.11,0.4,11.0,6,0.0
6.6,0.32,1.35,10.9,0.041,133.0,146.0,3.0,3.24,0.47,10.0,5,0.0
6.3,0.3,1.2,6.6,0.04,144.0,141.0,3.0,3.22,0.47,9.5,5,0.0
6.4,0.33,1.44,9.8,0.041,149.0,109.0,3.0,3.29,0.47,10.1,6,0.0
7.5,0.18,2.17,11.7,0.051,166.0,94.0,4.0,3.19,0.44,9.5,7,0.0
6.8,0.25,0.9,1.4,0.056,113.0,137.0,2.0,3.11,0.42,9.5,5,0.0
6.4,0.18,1.92,9.6,0.052,144.0,90.0,3.0,3.2353386767248153,0.49,9.4,6,0.0
7.1,0.18,1.92,12.2,0.048,158.0,125.0,3.0,2.92,0.54,9.4,6,0.0
7.6,0.27,2.52,2.6,0.044,149.0,110.0,1.0,3.31,0.51,12.7,6,0.0
9.2,0.23,1.75,10.7,0.037,138.0,145.0,4.0,3.09,0.32,9.7,5,0.0
7.9,0.28,2.46,4.9,0.058,151.0,153.0,3.0,3.27,0.51,9.7,6,0.0
7.1,0.18,1.92,12.2,0.048,156.0,125.0,3.0,2.92,0.54,9.4,6,0.0
6.4,0.18,1.92,9.6,0.052,140.0,90.0,3.0,3.35,0.49,9.4,6,0.0
6.8,0.25,0.9,1.4,0.056,117.0,137.0,2.0,3.11,0.42,9.5,5,0.0
7.0,0.22,1.56,1.1,0.037,140.0,71.0,1.0,3.1,0.38,11.7,6,0.0
7.3,0.18,1.74,1.0,0.036,144.0,101.0,1.0,3.09,0.37,11.7,6,0.0
7.1,0.3391686330029889,0.95,8.2,0.051,147.0,115.61731664259348,3.0,3.16,0.52,9.7,5,0.0
6.6,0.25,2.52,11.3,0.049,191.0,231.0,3.0,3.24,0.52,9.5,6,0.0
6.4,0.24,1.15,7.3,0.069,133.0,157.0,3.0,3.25,0.53,9.1,5,0.0
6.0,0.28,1.62,2.3,0.051,143.0,147.0,2.0,3.23,0.67,10.3,6,0.0
7.1,0.26,0.95,8.2,0.051,155.0,187.0,3.0,3.16,0.52,9.7,5,0.0
7.8,0.24,1.9,2.1,0.058,112.0,167.0,2.0,3.21,0.55,9.9,5,0.0
7.6,0.27,1.65,2.0,0.059,123.0,175.0,2.0,3.22,0.56,9.9,5,0.0
7.7,0.39,1.7,10.0,0.056,139.0,178.0,4.0,3.26,0.6,10.2,5,0.0
8.9,0.24,1.98,15.75,0.035,134.0,132.0,3.0,3.0,0.37,12.1,6,0.0
6.6,0.23,1.68,3.9,0.045,172.0,138.0,1.0,3.15,0.64,11.3,7,0.0
7.1,0.26,1.5,2.0,0.031,111.0,128.0,1.0,3.19,0.49,11.4,5,0.0
7.0,0.32,2.1,1.5,0.039,148.0,125.0,1.0,3.17,0.64,12.2,6,0.0
7.4,0.24,1.82,1.6,0.058,193.0,150.0,2.0,3.18,0.5,9.9,7,0.0
6.9,0.21,1.98,1.4,0.056,159.0,136.0,2.0,3.63,0.78,10.3,6,0.0
7.0,0.32,2.1,1.5,0.039,146.0,125.0,1.0,3.17,0.64,12.2,6,0.0
7.4,0.17,1.74,1.4,0.047,145.0,107.0,2.0,3.52,0.65,10.4,6,0.0
7.1,0.26,1.5,2.0,0.031,115.0,128.0,1.0,3.19,0.49,11.4,5,0.0
8.5,0.28,2.04,13.8,0.041,154.0,161.0,4.0,3.13,0.4,9.9,6,0.0
7.8,0.3,1.85,1.3,0.051,110.0,96.0,2.0,3.32,0.62,10.0,5,0.0
8.1,0.25,2.28,3.8,0.051,138.0,129.0,2.0,3.21,0.38,11.5,6,0.0
7.7,0.28,1.74,6.9,0.041,155.0,163.0,3.0,3.44,0.6,10.5,6,0.0
6.5,0.24,2.52,2.2,0.027,174.0,134.0,1.0,3.28,0.36,12.5,7,0.0
7.0,0.22,1.92,1.6,0.045,162.0,120.0,1.0,2.98,0.44,10.5,6,0.0
8.5,0.28,2.04,13.8,0.041,154.0,161.0,4.0,3.13,0.4,9.9,6,0.0
8.0,0.45,1.96,10.8,0.051,165.0,157.0,3.0,3.06,0.47,11.4,7,0.0
6.9,0.23,1.98,12.8,0.056,162.0,169.0,4.0,3.42,0.42,9.8,6,0.0
8.0,0.45,1.96,10.8,0.051,159.0,157.0,3.0,3.06,0.47,11.4,7,0.0
7.6,0.23,1.04,15.3,0.067,114.0,166.0,4.0,3.03,0.44,9.2,4,0.0
7.7,0.28,2.9,12.1,0.046,160.0,177.0,4.0,3.08,0.46,8.9,5,0.0
7.7,0.27,3.05,12.0,0.046,162.0,179.0,4.0,3.07,0.46,8.9,5,0.0
7.1,0.2,2.52,11.6,0.042,185.0,124.0,4.0,2.92,0.59,9.5,7,0.0
6.9,0.25,2.1,9.2,0.034,162.0,150.0,2.0,3.21,0.36,11.5,6,0.0
7.1,0.2,2.52,11.6,0.042,187.0,124.0,4.0,2.92,0.59,9.5,7,0.0
6.9,0.25,2.1,9.2,0.034,166.0,150.0,2.0,3.21,0.36,11.5,6,0.0
8.4,0.2,1.86,2.8,0.054,132.0,89.0,2.0,2.96,0.45,9.5,6,0.0
6.5,0.39,1.75,1.6,0.049,110.0,164.0,3.0,3.35,0.51,9.7,5,0.0
7.2,0.23,1.9,6.1,0.067,124.0,90.0,3.0,3.17,0.79,9.7,5,0.0
6.9,0.44,2.52,8.5,0.048,126.0,147.0,4.0,3.32,0.46,9.5,6,0.0
7.1,0.28,0.95,7.8,0.04,148.0,184.0,3.0,3.16,0.5,9.4,5,0.0
6.4,0.34,0.8,14.9,0.06,117.0,162.0,4.0,3.13,0.45,9.0,4,0.0
6.1,0.15,1.74,6.2,0.046,165.0,151.0,2.0,3.6,0.44,10.6,6,0.0
6.9,0.44,2.52,8.5,0.048,132.0,147.0,4.0,3.32,0.46,9.5,6,0.0
7.2,0.29,0.9,8.2,0.042,145.0,115.61731664259348,3.0,3.16,0.49,9.1,5,0.0
7.1,0.28,0.95,7.8,0.04,150.0,184.0,3.0,3.16,0.5,9.4,5,0.0
6.1,0.23,2.25,10.6,0.094,151.0,169.0,3.0,3.05,0.54,8.8,5,0.0
6.7,0.23,2.1,11.2,0.047,156.0,171.0,4.0,3.54,0.74,10.4,5,0.0
7.0,0.36,0.7,11.6,0.043,137.0,228.0,4.0,3.13,0.51,8.9,5,0.0
7.5,0.31,1.68,7.1,0.031,170.0,141.0,2.0,3.16,0.38,10.6,7,0.0
6.4,0.34,0.8,14.9,0.06,119.0,162.0,4.0,3.13,0.45,9.0,4,0.0
6.1,0.15,1.74,6.2,0.046,157.0,151.0,2.0,3.6,0.44,10.6,6,0.0
7.4,0.2,1.74,1.7,0.047,136.0,100.0,2.0,3.28,0.45,10.6,6,0.0
6.3,0.27,0.9,7.7,0.048,141.0,186.0,3.0,3.23,0.47,9.0,5,0.0
9.2,0.34,3.24,17.3,0.06,170.0,235.0,4.0,3.08,0.61,8.8,6,0.0
7.4,0.18,2.03,1.4,0.042,178.0,101.0,2.0,3.54,0.6,10.5,7,0.0
7.2,0.29,1.0,7.7,0.046,151.0,174.0,3.0,3.16,0.52,9.5,5,0.0
6.3,0.27,0.9,7.7,0.048,147.0,186.0,3.0,3.23,0.47,9.0,5,0.0
6.2,0.26,1.14,3.4,0.049,167.0,172.0,2.0,3.14,0.43,10.4,6,0.0
7.3,0.21,1.26,1.6,0.046,155.0,115.61731664259348,2.0,3.38,0.46,10.0,6,0.0
7.1,0.14,1.75,1.4,0.039,122.0,128.0,1.0,2.97,0.68,10.4,5,0.0
7.2,0.39,3.24,1.4,0.157,156.0,132.0,2.0,3.11,0.53,9.0,6,0.0
7.6,0.48,1.4,10.4,0.049,163.0,205.0,4.0,3.24,0.45,9.3,5,0.0
7.2,0.39,3.24,1.4,0.157,154.0,132.0,2.0,3.11,0.53,9.0,6,0.0
7.6,0.48,1.4,10.4,0.049,161.0,205.0,4.0,3.24,0.45,9.3,5,0.0
6.5,0.36,1.86,4.1,0.061,140.0,134.0,2.0,3.18,0.45,9.0,6,0.0
8.5,0.25,1.86,2.8,0.032,133.0,61.0,1.0,3.06,0.44,11.5,6,0.0
6.9,0.3,1.05,15.7,0.056,149.0,159.0,4.0,3.11,0.48,9.0,5,0.0
6.6,0.3391686330029889,2.58,10.9,0.045,173.0,154.0,4.0,3.52,0.77,10.4,6,0.0
6.9,0.3,1.05,15.7,0.056,153.0,115.61731664259348,4.0,3.11,0.48,9.0,5,0.0
9.4,0.42,1.6,6.5,0.027,120.0,167.0,2.0,3.08,0.43,10.6,5,0.0
6.6,0.19,2.58,10.9,0.045,177.0,154.0,4.0,3.52,0.77,10.4,6,0.0
6.3,0.2,1.8,5.9,0.034,155.0,152.0,3.0,3.47,0.4,8.5,6,0.0
8.5,0.19,3.36,17.3,0.055,169.0,169.0,4.0,3.07,0.67,9.3,6,0.0
7.3,0.19,1.75,1.4,0.051,179.0,107.0,2.0,3.53,0.66,10.5,7,0.0
6.7,0.25,1.56,13.5,0.06,168.0,156.0,4.0,3.39,0.46,9.9,6,0.0
6.2,0.25,1.68,8.5,0.035,150.0,108.0,2.0,3.4,0.42,10.4,6,0.0
6.1,0.46,1.6,6.2,0.053,110.0,94.0,3.0,3.35,0.47,10.1,5,0.0
7.3,0.19,1.75,1.4,0.051,187.0,107.0,2.0,3.53,0.66,10.5,7,0.0
7.5,0.29,1.04,14.95,0.067,129.0,178.0,4.0,3.04,0.49,9.2,4,0.0
6.7,0.31,1.08,7.7,0.043,181.0,200.0,3.0,3.17,0.44,9.4,6,0.0
7.4,0.14,1.8,1.3,0.033,147.0,91.0,2.0,3.53,0.39,10.6,6,0.0
6.7,0.31,1.08,7.7,0.043,177.0,200.0,3.0,3.17,0.44,9.4,6,0.0
7.1,0.4,2.6,1.3,0.148,145.0,149.0,2.0,3.08,0.56,8.7,5,0.0
6.4,0.16,1.5,1.3,0.047,142.0,77.0,2.0,3.61,0.54,10.2,6,0.0
6.3,0.16,1.32,1.3,0.046,140.0,66.0,2.0,3.61,0.55,10.3,6,0.0
7.4,0.33,1.3,15.6,0.049,167.0,210.0,4.0,3.06,0.68,9.5,5,0.0
7.4,0.33,1.3,15.6,0.049,169.0,210.0,4.0,3.06,0.68,9.5,5,0.0
7.4,0.33,1.3,15.6,0.049,163.0,210.0,4.0,3.06,0.68,9.5,5,0.0
7.4,0.33,1.3,15.6,0.049,165.0,210.0,4.0,3.06,0.68,9.5,5,0.0
6.6,0.41,1.2,4.9,0.158,147.0,144.0,2.0,3.17,0.49,9.4,5,0.0
6.7,0.43,1.15,5.0,0.157,153.0,145.0,2.0,3.17,0.49,9.4,5,0.0
7.4,0.33,1.3,15.6,0.049,165.0,210.0,4.0,3.2353386767248153,0.68,9.5,5,0.0
7.3,0.4,1.96,6.5,0.037,170.0,97.0,1.0,3.16,0.58,12.6,7,0.0
7.4,0.18,1.68,1.4,0.047,161.0,106.0,2.0,3.52,0.64,10.5,7,0.0
8.6,0.17,1.68,2.7,0.047,162.0,150.0,2.0,3.1,0.56,10.8,6,0.0
6.5,0.32,1.38,1.2,0.054,159.0,208.0,2.0,3.18,0.46,9.9,6,0.0
7.3,0.4,1.96,6.5,0.037,166.0,97.0,1.0,3.16,0.58,12.6,7,0.0
7.0,0.32,2.17,6.4,0.031,178.0,115.0,2.0,3.38,0.58,12.2,7,0.0
7.5,0.42,1.14,6.9,0.041,186.0,150.0,3.0,3.23,0.37,10.0,6,0.0
6.9,0.28,2.17,7.2,0.04,185.0,168.0,2.0,3.29,0.57,10.6,7,0.0
6.5,0.29,2.52,10.6,0.042,184.0,202.0,3.0,3.24,0.53,9.5,6,0.0
7.0,0.32,2.17,6.4,0.031,180.0,115.0,2.0,3.38,0.58,12.2,7,0.0
7.3,0.3,2.31,2.3,0.043,166.0,125.0,1.0,3.34,0.44,12.6,7,0.0
6.6,0.22,1.4,12.05,0.058,127.0,125.0,4.0,3.45,0.45,9.4,5,0.0
6.0,0.26,0.9,7.0,0.055,148.0,194.0,3.0,3.21,0.43,9.0,5,0.0
6.9,0.44,0.9,11.8,0.051,126.0,126.0,4.0,3.23,0.48,9.1,5,0.0
7.5,0.42,1.2,1.4,0.06,133.0,168.0,2.0,3.06,0.4,9.4,6,0.0
7.0,0.36,2.1,5.0,0.04,180.0,143.0,1.0,3.33,0.42,12.2,7,0.0
5.6,0.295,1.0,2.2,0.049,112.0,134.0,2.0,3.21,0.68,10.0,5,0.0
6.8,0.21,2.75,14.6,0.053,134.0,159.0,4.0,2.93,0.44,9.2,5,0.0
9.4,0.28,1.5,1.6,0.045,132.0,139.0,3.0,3.11,0.49,9.3,5,0.0
8.1,0.28,2.04,1.3,0.035,135.0,126.0,1.0,3.14,0.5,9.8,6,0.0
6.8,0.21,2.75,14.6,0.053,136.0,159.0,4.0,2.93,0.44,9.2,5,0.0
7.0,0.22,1.82,2.8,0.036,182.0,132.0,1.0,3.34,0.41,12.0,7,0.0
9.4,0.28,1.5,1.6,0.045,130.0,139.0,3.0,3.11,0.49,9.3,5,0.0
6.8,0.32,2.1,3.3,0.029,155.0,80.0,1.0,3.33,0.63,12.6,7,0.0
7.0,0.19,1.98,6.3,0.032,162.0,127.0,1.0,3.31,0.38,12.2,6,0.0
7.7,0.42,2.28,8.1,0.061,169.0,144.0,3.0,3.4,0.58,11.0,6,0.0
7.4,0.2,2.17,1.6,0.038,176.0,116.0,1.0,3.25,0.39,12.0,7,0.0
7.5,0.24,3.1,10.6,0.045,149.0,153.0,4.0,3.16,0.44,8.8,5,0.0
7.5,0.26,2.36,11.8,0.046,132.0,164.0,4.0,3.17,0.46,8.9,4,0.0
6.6,0.4,2.24,1.7,0.035,183.0,84.0,1.0,3.59,0.48,12.7,7,0.0
8.0,0.2,1.8,8.1,0.037,162.0,130.0,2.0,3.1,0.67,11.8,6,0.0
4.6,0.445,0.0,1.4,0.053,113.0,178.0,2.0,3.79,0.55,10.2,5,0.0
6.1,0.41,0.24,1.3,0.036,145.0,121.0,1.0,3.24,0.61,9.9,6,0.0
7.6,0.2,2.04,1.8,0.041,160.0,148.0,2.0,3.35,0.66,11.1,6,0.0
6.9,0.3,1.05,7.2,0.045,150.0,190.0,3.0,3.22,0.48,9.4,5,0.0
7.0,0.35,1.02,1.1,0.049,125.0,119.0,2.0,3.13,0.36,9.7,6,0.0
6.9,0.35,2.75,11.95,0.038,124.0,111.0,3.0,3.11,0.29,9.7,5,0.0
7.0,0.35,1.02,1.1,0.049,127.0,119.0,2.0,3.13,0.36,9.7,6,0.0
6.9,0.35,2.75,11.95,0.038,122.0,111.0,3.0,3.11,0.29,9.7,5,0.0
7.6,0.3,2.0,2.2,0.054,127.0,175.0,2.0,3.19,0.53,9.8,5,0.0
7.5,0.38,1.74,12.7,0.05,147.0,209.0,4.0,3.25,0.59,9.3,6,0.0
7.5,0.3,1.6,1.4,0.032,129.0,161.0,1.0,2.95,0.42,10.5,5,0.0
6.3,0.4,1.92,10.6,0.049,158.0,209.0,4.0,3.47,0.59,9.3,6,0.0
8.3,0.27,1.7,10.2,0.048,146.0,118.0,4.0,3.18,0.51,10.3,5,0.0
6.8,0.26,1.1,4.8,0.041,208.0,198.0,2.0,3.29,0.67,10.6,5,0.0
6.5,0.28,1.4,9.8,0.067,143.0,180.0,4.0,3.15,0.57,9.0,4,0.0
7.2,0.34,1.5,8.4,0.051,142.0,167.0,4.0,3.48,0.62,9.7,5,0.0
7.0,0.23,1.56,7.2,0.041,143.0,90.0,3.0,3.22,0.55,9.5,6,0.0
7.7,0.29,1.74,4.8,0.06,145.0,156.0,3.0,3.49,0.59,10.3,6,0.0
7.2,0.34,1.5,8.4,0.051,142.0,167.0,4.0,3.48,0.62,9.7,5,0.0
6.7,0.17,1.35,1.4,0.032,141.0,149.0,2.0,3.4,0.52,10.5,5,0.0
7.0,0.23,1.56,7.2,0.041,141.0,90.0,3.0,3.22,0.55,9.5,6,0.0
8.1,0.24,1.56,11.0,0.043,163.0,211.0,3.0,3.11,0.49,10.0,6,0.0
7.7,0.28,2.52,11.1,0.039,136.0,179.0,4.0,3.08,0.44,8.8,4,0.0
8.3,0.26,1.86,2.0,0.029,136.0,141.0,1.0,2.95,0.77,12.2,6,0.0
7.9,0.46,2.0,10.1,0.168,117.0,184.0,4.0,3.06,0.62,9.5,5,0.0
7.9,0.31,1.1,13.3,0.048,148.0,212.0,4.0,3.47,0.59,10.0,5,0.0
7.9,0.25,2.04,11.4,0.04,171.0,202.0,4.0,3.11,0.57,9.6,6,0.0
6.1,0.28,0.96,1.3,0.06,156.0,126.0,2.0,3.13,0.46,8.7,6,0.0
7.0,0.18,1.82,1.4,0.044,182.0,89.0,2.0,3.39,0.48,10.7,7,0.0
6.5,0.21,1.68,1.4,0.046,146.0,66.0,1.0,3.43,0.48,11.1,6,0.0
7.6,0.48,2.31,7.0,0.024,156.0,130.0,1.0,3.25,0.45,12.5,7,0.0
7.1,0.34,1.92,2.0,0.051,151.0,130.0,2.0,3.3,0.5,10.4,6,0.0
8.9,0.21,1.85,1.2,0.028,120.0,93.0,2.0,3.2,0.37,11.5,5,0.0
7.4,0.32,1.35,12.9,0.04,160.0,221.0,4.0,3.05,0.66,9.4,5,0.0
6.0,0.495,1.35,5.0,0.157,121.0,129.0,2.0,3.03,0.36,9.3,5,0.0
8.1,0.25,2.04,10.1,0.05,154.0,121.0,4.0,3.17,0.49,10.1,6,0.0
8.2,0.25,2.3,3.75,0.05,118.0,102.0,3.0,3.28,0.58,9.7,5,0.0
6.5,0.18,1.74,1.7,0.035,159.0,144.0,2.0,3.49,0.5,10.5,6,0.0
6.7,0.24,1.3,12.6,0.053,142.0,182.0,4.0,3.42,0.42,9.7,5,0.0
6.6,0.32,1.2,1.3,0.06,142.5,204.0,3.0,3.59,0.51,9.2,5,0.0
7.6,0.32,1.75,1.6,0.092,118.0,138.0,2.0,3.2353386767248153,0.44,9.8,5,0.0
7.4,0.33,2.2,7.6,0.05,144.0,227.0,3.0,3.12,0.52,9.0,5,0.0
7.2,0.3,1.8,8.1,0.05,156.0,188.0,3.0,3.15,0.49,9.1,6,0.0
7.4,0.34,1.8,14.9,0.037,190.0,169.0,3.0,3.25,0.37,10.4,6,0.0
6.1,0.16,1.74,6.0,0.03,145.0,144.0,2.0,3.68,0.46,10.7,6,0.0
6.3,0.1,1.68,6.0,0.039,171.0,107.0,3.0,3.59,0.49,10.5,7,0.0
6.2,0.45,3.65,7.2,0.099,145.0,202.0,3.0,3.21,0.43,9.2,5,0.0
6.0,0.33,0.72,3.0,0.036,83.0,85.0,1.0,3.28,0.4,11.5,4,0.0
7.2,0.2,1.8,2.0,0.039,165.0,188.0,1.0,3.3,0.41,12.0,6,0.0
7.0,0.32,1.74,4.9,0.036,159.0,150.0,1.0,3.38,0.43,12.2,6,0.0
7.2,0.2,1.8,2.0,0.039,165.0,188.0,1.0,3.3,0.41,12.0,6,0.0
7.0,0.22,1.74,8.9,0.05,142.0,90.0,3.0,3.29,0.46,9.8,6,0.0
6.4,0.27,0.76,2.0,0.084,99.0,191.0,3.0,3.49,0.63,9.6,4,0.0
6.4,0.27,0.76,1.9,0.085,101.0,196.0,3.0,3.49,0.64,9.5,4,0.0
7.0,0.23,2.52,5.1,0.042,157.0,144.0,3.0,3.5,0.59,10.2,6,0.0
6.7,0.26,1.74,5.8,0.025,146.0,74.0,2.0,3.28,0.53,11.0,6,0.0
7.6,0.2,3.4,12.9,0.042,156.0,160.0,4.0,3.05,0.41,8.7,5,0.0
6.9,0.3,1.16,1.3,0.053,104.0,189.0,2.0,3.29,0.54,9.9,4,0.0
6.9,0.3,1.2,1.3,0.053,104.0,186.0,2.0,3.29,0.54,9.9,4,0.0
7.6,0.21,1.4,1.2,0.041,87.0,106.0,1.0,3.06,0.45,11.3,4,0.0
6.5,0.24,1.74,8.2,0.043,152.0,156.0,2.0,3.13,0.7,10.1,6,0.0
6.4,0.17,2.38,1.5,0.091,182.0,135.0,2.0,3.25,0.49,9.6,7,0.0
6.4,0.17,2.04,1.5,0.093,165.0,136.0,2.0,3.25,0.49,9.6,6,0.0
6.3,0.695,2.75,12.9,0.056,156.0,252.0,4.0,3.29,0.49,8.7,5,0.0
7.0,0.27,1.45,3.9,0.059,130.0,199.0,3.0,3.54,0.59,10.3,5,0.0
8.4,0.3,1.25,17.75,0.047,125.0,218.0,4.0,2.98,0.66,9.1,5,0.0
6.5,0.19,1.62,4.9,0.037,135.0,101.0,1.0,3.17,0.41,11.8,6,0.0
8.0,0.36,2.34,1.6,0.024,146.0,93.0,1.0,3.15,0.49,11.9,6,0.0
6.1,0.16,1.44,1.4,0.046,139.0,77.0,2.0,3.66,0.57,10.3,6,0.0
9.2,0.19,1.68,2.0,0.047,100.0,104.0,3.0,3.09,0.66,10.0,4,0.0
9.2,0.16,1.96,2.0,0.044,94.0,107.0,3.0,3.1,0.53,10.2,4,0.0
8.0,0.26,1.68,8.2,0.038,194.0,202.0,3.0,3.12,0.56,10.0,6,0.0
8.8,0.33,2.16,2.1,0.034,137.0,125.0,1.0,2.96,0.98,12.7,6,0.0
9.8,0.16,2.3,1.8,0.046,117.0,130.0,3.0,3.04,0.67,9.6,5,0.0
6.6,0.23,0.9,8.5,0.044,161.0,188.0,3.0,3.16,0.49,9.5,5,0.0
7.9,0.44,1.56,4.45,0.033,141.0,100.0,1.0,3.17,0.52,12.7,6,0.0
7.6,0.31,1.62,5.8,0.036,141.0,109.0,2.0,3.34,0.54,11.0,6,0.0
7.5,0.705,0.5,13.0,0.044,146.0,214.0,4.0,3.1,0.5,9.1,5,0.0
7.1,0.21,1.12,2.7,0.034,101.0,111.0,2.0,3.35,0.64,10.2,4,0.0
7.0,0.16,1.56,7.3,0.047,146.0,220.0,3.0,3.38,0.58,10.1,6,0.0
8.0,0.27,1.5,19.1,0.045,168.0,208.0,4.0,3.05,0.5,9.2,6,0.0
6.3,0.38,0.68,8.8,0.08,130.0,212.0,4.0,3.47,0.66,9.4,4,0.0
7.1,0.21,1.12,2.7,0.034,103.0,111.0,2.0,3.35,0.64,10.2,4,0.0
6.2,0.38,0.72,7.4,0.095,104.0,195.0,4.0,3.53,0.71,9.2,4,0.0
8.2,0.24,1.5,2.3,0.05,123.0,106.0,2.0,2.98,0.5,10.0,5,0.0
7.0,0.16,1.56,6.85,0.047,154.0,220.0,3.0,3.38,0.58,10.1,6,0.0
7.3,0.815,0.45,11.4,0.044,149.0,204.0,4.0,3.15,0.46,9.0,5,0.0
6.3,0.41,0.8,0.9,0.032,121.0,98.0,2.0,3.16,0.42,9.5,5,0.0
6.1,0.36,2.05,19.35,0.07,163.0,207.0,4.0,3.39,0.53,9.1,5,0.0
8.1,0.4,2.24,7.9,0.031,163.0,118.0,1.0,3.05,0.46,13.3,7,0.0
6.8,0.26,2.15,11.75,0.045,153.0,198.0,3.0,3.26,0.55,9.5,5,0.0
6.2,0.44,0.9,7.7,0.096,130.0,210.0,4.0,3.2353386767248153,0.72,9.2,5,0.0
