sample,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,kind
2034,7.9,0.35,1.8,1.6,0.038,109,124,medium,3.25,0.48,11,5,white
2035,8.8,0.2,1.4,1.1,0.018,118,72,medium,2.97,0.35,10.4,5,white
2036,5.7,0.27,1.92,1.2,0.046,144,155,medium,3.8,0.41,10.2,6,white
2037,7.6,0.29,1.3,6.5,0.042,130,160,medium,3.14,0.47,10.7,5,white
2038,5.5,0.14,1.35,4.6,0.029,122,104,high,3.34,0.44,9,5,white
2039,8.7,0.24,1.75,0.6,0.042,107,71,medium,3.08,0.38,10.6,5,white
2040,6.7,,2.7,10.6,0.032,172,212,very high,3.22,0.59,9.5,6,white
2041,5.5,0.14,1.35,4.6,0.029,124,104,high,3.34,0.44,9,5,white
2042,5.6,0.13,1.62,4.8,0.028,146,104,medium,3.34,0.45,9.2,6,white
2043,7.4,0.18,2.04,2.7,0.03,146,107,low,2.97,0.53,11,6,white
2044,5.7,0.385,0.24,12.6,0.034,142,115,high,3.28,0.63,9.9,6,white
2045,8.7,0.24,1.75,0.6,0.042,109,71,medium,3.08,0.38,10.6,5,white
2046,8.3,0.33,2.15,9.2,0.046,126,,very high,3.38,0.47,9.3,5,white
2047,6.8,0.34,2.2,6.6,0.052,126,156,high,3.14,0.41,9.6,5,white
2048,6.8,0.33,2.2,7,0.05,131,155,high,3.14,0.42,9.5,5,white
2049,6.3,0.28,1.68,8.45,0.031,172,172,high,3.39,0.57,9.7,7,white
2050,11.8,0.23,1.14,11.1,0.034,75,123,very high,2.93,0.55,9.7,3,white
2051,6.8,0.21,1.35,18.15,0.042,139,146,very high,3.3,0.36,8.7,5,white
2052,6.8,0.21,1.35,18.15,0.042,143,146,very high,3.3,0.36,8.7,5,white
2053,8.6,0.485,1.45,4.1,0.026,119,101,low,3.01,0.38,12.4,5,white
2054,8.6,0.485,1.45,4.1,0.026,117,101,low,3.01,0.38,12.4,5,white
2055,7.3,0.29,1.74,4.6,0.029,145,155,medium,3.07,0.26,10.6,6,white
2056,6.8,0.21,1.35,18.15,0.042,145,146,very high,3.3,0.36,8.7,5,white
2057,6.7,0.31,2.17,4.9,0.031,162,151,medium,3.36,0.82,12,7,white
2058,7.3,0.29,1.85,8.3,0.044,143,227,high,3.12,0.47,9,5,white
2059,5.7,0.46,2.3,1.4,0.04,129,169,medium,3.13,0.47,8.8,5,white
2060,6.8,0.28,2.2,11.5,0.04,160,223,high,3.22,0.56,9.5,5,white
2061,6.7,0.23,1.98,1.8,0.036,141,,medium,3.32,0.4,10.8,6,white
2062,6.9,0.17,1.25,1.6,0.047,136,132,low,3.16,0.48,11.4,5,white
2063,7.6,0.18,1.8,2.4,0.049,136,123,high,3.6,0.46,10.3,5,white
2064,6.6,0.22,1.68,4.9,0.042,169,180,high,3.3,0.75,9.5,6,white
2065,7.8,0.27,1.4,1.8,0.05,123,,medium,3.15,0.44,9.9,5,white
2066,7.7,0.28,1.45,4.3,0.051,123,142,medium,3.16,0.39,10.2,5,white
2067,7.6,0.29,1.45,4.4,0.051,122,146,medium,3.16,0.39,10.2,5,white
2068,5.7,0.32,1.08,1.4,0.029,146,104,low,3.44,0.37,11,6,white
2069,7.1,0.33,1.75,1.6,0.03,159,126,low,3.22,0.34,12.1,7,white
2070,7.3,0.34,1.8,1.3,0.057,147,173,medium,3.26,0.51,9.1,6,white
2071,6.5,0.19,1.56,5.2,0.04,153,140,high,3.26,0.68,9.5,6,white
2072,6.6,0.23,1.35,5.6,0.043,147,164,high,3.27,0.76,9.5,5,white
2073,6.6,0.27,1.45,5.3,0.045,159,189,high,3.31,0.79,9.8,5,white
2074,6.6,0.22,1.68,4.9,0.042,169,180,high,3.3,0.75,9.5,6,white
2075,7.6,0.18,1.8,2.4,0.049,136,123,high,3.6,0.46,10.3,5,white
2076,6.8,0.36,1.6,1.6,0.039,112,124,medium,3.3,0.67,9.6,5,white
2077,7,0.22,2.34,2.1,0.055,159,198,high,3.52,0.54,10.2,6,white
2078,5.9,0.17,1.8,1.4,0.042,139,119,medium,3.68,0.72,10.5,6,white
2079,7.4,0.45,1.28,7.1,0.044,95,117,high,3.32,0.41,10.4,4,white
2080,6.8,0.36,1.6,1.6,0.039,106,124,medium,3.3,0.67,9.6,5,white
2081,7.5,0.42,0.7,10.7,0.046,120,95,high,3.22,0.33,10.7,5,white
2082,7.5,0.33,1.92,11.1,0.036,143,119,high,3.15,0.34,10.5,6,white
2083,9.4,0.3,1.6,10.7,0.029,116,111,,2.85,0.42,10.6,5,white
2084,7.9,0.17,1.92,1.6,0.053,165,150,,3.29,0.76,9.6,6,white
2085,7.9,0.17,1.92,1.6,0.053,171,,medium,3.29,0.76,9.6,6,white
2086,8.2,0.17,1.6,1.5,0.05,113,101,medium,3.14,0.58,9.5,5,white
2087,8.3,0.17,1.86,1.5,0.049,166,153,medium,3.12,0.58,9.4,6,white
2088,8.7,0.15,1.8,1.6,0.046,149,130,medium,3.22,0.38,9.8,6,white
2089,7.9,0.17,1.92,1.6,0.053,169,150,medium,3.29,0.76,9.6,6,white
2090,7.2,0.25,0.95,8,0.044,151,,high,3.16,0.44,9.2,5,white
2091,7.2,0.24,0.95,7.7,0.045,155,176,high,3.17,0.38,9.5,5,white
2092,5.3,0.76,0.15,2.7,0.043,127,,medium,3.34,0.38,9.2,5,white
2093,6.6,0.22,2.65,15.1,0.052,118,136,very high,2.94,0.35,9.4,5,white
2094,6.6,0.22,2.65,15.1,0.052,126,136,very high,2.94,0.35,9.4,5,white
2095,8.4,0.28,2,8.9,0.048,135,146,very high,3.4,0.46,9.3,5,white
2096,6.8,0.32,1.7,6,0.05,107,129,high,3.19,0.4,9.1,5,white
2097,6.7,0.24,1.65,12.3,0.046,133,145,very high,3.36,0.4,9.5,5,white
2098,7.4,0.18,2.16,13.1,0.056,194,163,very high,3.42,0.35,9.1,6,white
2099,6,0.16,1.5,6.7,0.043,143,153,high,3.63,0.46,10.6,5,white
2100,6.7,0.24,1.65,12.3,0.046,131,145,very high,3.36,0.4,9.5,5,white
2101,6.8,0.28,2.1,2.3,0.042,134,85,low,3.19,0.56,12.4,6,
2102,6.2,,1.5,11.1,0.047,128,237,,3.18,0.49,8.7,5,
2103,6,0.27,0.75,1.5,0.056,139,128,medium,3.12,0.45,8.8,5,white
2104,6,0.16,1.5,6.7,0.043,145,153,high,3.63,0.46,10.6,5,white
2105,6.8,0.32,1.7,6,0.05,109,129,high,3.19,0.4,9.1,5,white
2106,8.5,0.24,2.35,15.2,0.057,140,234,very high,3.02,0.66,9,5,white
2107,8.1,0.24,1.98,10.2,0.048,172,141,very high,3.16,0.48,10.3,6,white
2108,7.4,0.18,2.16,13.1,0.056,184,163,very high,3.42,0.35,9.1,6,white
2109,7.7,0.23,1.86,10.7,0.038,173,186,high,,0.55,9.5,6,white
2110,6.5,0.22,1.25,17.1,0.05,146,138,very high,3.3,0.37,8.8,5,white
2111,6.5,0.22,1.25,17.1,0.05,148,138,very high,3.3,0.37,8.8,5,white
2112,6.5,0.22,1.25,17.1,0.05,146,138,very high,3.3,0.37,8.8,5,white
2113,5.7,0.33,0.75,1.9,0.05,122,93,medium,3.38,0.62,9.9,5,white
2114,7.7,0.23,1.86,10.7,0.038,181,186,high,3.12,0.55,9.5,6,white
2115,6.5,0.22,1.25,17.1,0.05,142,138,very high,3.3,0.37,8.8,5,white
2116,6.8,0.2,1.08,1.2,0.034,103,68,low,3.14,0.37,11.7,4,white
2117,7.7,0.26,1.6,1.2,0.04,120,117,medium,3.21,0.56,10.8,5,white
2118,6.4,0.2,1.92,3.1,0.041,140,126,low,3.43,0.42,12,6,white
2119,8,0.16,1.44,1.5,0.033,94,122,medium,3.2,0.39,10.3,4,white
2120,6.8,0.25,1.35,10.7,0.076,145,154,high,3.05,0.38,9,5,white
2121,7.7,0.39,1.96,4.9,0.035,182,109,low,3.19,0.58,12.2,7,white
2122,6.9,0.26,1.65,12.6,0.051,161,173,very high,3.39,0.38,9.9,5,white
2123,6.8,0.25,1.35,10.7,0.076,151,154,high,3.05,0.38,9,5,white
2124,7.7,0.39,1.96,4.9,0.035,176,109,low,3.19,0.58,12.2,7,white
2125,6,0.28,1.1,12.15,0.048,142,163,high,3.2,0.46,10.1,5,white
2126,6.5,0.43,1.4,12,0.056,123,174,very high,3.31,0.55,9.3,5,white
2127,9.1,,1.9,1.7,0.062,148.5,344,high,3.1,0.7,9.5,5,white
2128,5.9,0.5,0.3,2.6,0.054,160,146,medium,3.43,0.5,9.2,6,white
2129,6.8,0.28,1.95,1.4,0.036,119,115,low,3.27,0.72,11.7,5,white
2130,7,0.35,1.2,1.9,0.04,117,144,low,3.35,0.38,11,5,white
2131,7.1,0.22,1.92,16.9,0.056,169,158,very high,3.37,0.38,9.6,6,
2132,7.1,0.22,1.92,16.9,0.056,167,158,very high,3.37,0.38,9.6,6,white
2133,8.3,0.24,1.62,2.1,0.03,144,162,low,2.99,0.68,11.9,6,white
2134,6.8,0.26,1.92,7,0.041,158,118,medium,3.25,0.52,10.8,6,white
2135,7.2,0.16,1.3,7.1,0.054,145,224,high,3.38,0.55,10.1,5,white
2136,7.9,0.18,2.16,5.9,0.058,147,132,high,3.25,0.52,10.9,6,white
2137,7.2,0.16,1.3,7.1,0.054,143,224,high,3.38,0.55,10.1,5,white
2138,5.5,0.24,1.6,8.7,0.06,125,102,medium,3.27,0.31,10.4,5,white
2139,7.1,0.33,3.2,13.2,0.056,114,105,very high,3.05,0.39,9.2,5,white
2140,7.7,0.28,1.75,15.3,0.056,129,117,very high,3.27,0.5,9.6,5,white
2141,7.7,0.28,1.75,15.3,0.056,129,117,very high,3.27,0.5,9.6,5,white
2142,7.5,0.26,2.6,13.2,0.047,162,179,very high,3.1,0.46,9,5,white
2143,6.5,0.14,2.24,2.7,0.037,158,89,medium,3.4,0.74,11.5,7,white
2144,8.2,0.21,1.92,10.65,0.053,175,145,very high,3.17,0.48,10.2,6,white
2145,7.2,0.2,1.86,10,0.054,167,165,very high,3.4,0.42,9.9,6,white
2146,7.2,0.115,1.8,6.8,0.056,146,105,high,3.44,0.4,9.6,6,white
2147,6.4,0.29,1,15.6,0.04,122,142,high,3.1,0.54,10.6,5,white
2148,7.1,0.33,3.2,13.2,0.056,114,105,very high,3.05,0.39,9.2,5,white
2149,6.8,0.24,2.04,5.1,0.038,147,99,low,3.24,0.46,11.8,6,white
2150,7,0.24,2.04,3,0.035,150,102,low,3.18,0.43,12.2,6,white
2151,7.7,0.28,1.75,15.3,0.056,129,117,very high,3.27,0.5,9.6,5,white
2152,7,0.22,1.98,2.1,0.052,139,76,,3.2,0.41,10.6,6,white
2153,7.5,0.18,2.34,1.9,0.054,145,91,medium,3.27,0.45,10.3,6,white
2154,9.8,0.93,1.8,8.6,0.052,110,187,very high,3.12,0.59,10.2,4,white
2155,7.8,0.29,1.65,8.75,0.035,137,181,high,3.11,0.46,10.7,5,white
2156,7.9,0.28,1.28,3.6,0.038,93,76,low,3.05,0.31,11.7,4,white
2157,8.5,0.25,1.62,4.7,0.031,153,92,low,3.01,0.33,12,6,white
2158,7.4,0.18,1.62,1.3,0.048,144,105,medium,3.52,0.66,10.6,6,white
2159,6.3,0.24,1.48,1.8,0.031,88,61,low,3.3,0.34,12.2,4,white
2160,6,0.33,2.28,9.7,0.04,153,124,high,3.47,0.48,11,6,white
2161,6.8,0.37,1.96,4,0.03,169,79,low,3.23,0.46,12.4,7,white
2162,9.9,0.49,1.38,2.4,0.087,139,115,medium,2.77,0.44,9.4,6,white
2163,8.5,0.25,1.62,4.7,0.031,153,92,low,3.01,0.33,12,6,white
2164,8.4,0.22,1.4,18.8,0.028,151,130,very high,2.96,0.35,11.6,5,white
2165,7,0.35,1.55,1.8,0.069,115,162,medium,3.18,0.47,9.4,5,white
2166,7,0.35,1.55,1.8,0.069,115,162,medium,3.18,0.47,9.4,5,white
2167,7.4,0.19,2.1,12.8,0.053,182.5,229,very high,3.14,0.49,9.1,7,white
2168,7.4,0.19,2.1,12.8,0.053,188.5,,very high,3.14,0.49,9.1,7,white
2169,7.4,0.19,2.1,12.8,0.053,188.5,229,very high,3.14,0.49,9.1,7,white
2170,7.4,0.19,2.1,12.8,0.053,188.5,229,very high,3.14,0.49,9.1,7,white
2171,7.4,0.19,2.1,12.8,0.053,190.5,229,very high,3.14,0.49,9.1,7,white
2172,6.9,0.32,0.65,7.8,0.042,113,117,high,3.23,0.37,9.2,5,white
2173,7.6,0.32,2.9,16.75,0.05,141,163,very high,3.15,0.54,9.2,5,white
2174,7.4,0.19,2.1,12.8,0.053,186.5,229,very high,3.14,0.49,9.1,7,white
2175,7.4,0.19,2.1,12.8,0.053,186.5,212,very high,,0.49,9.1,7,white
2176,6.9,0.32,0.65,7.8,0.042,111,117,high,3.23,0.37,9.2,5,white
2177,6,0.34,1.68,5.4,0.06,163,126,high,3.25,0.44,9,7,white
2178,7.6,0.32,2.9,16.75,0.05,147,163,very high,3.15,0.54,9.2,5,white
2179,7.7,0.24,1.86,1.3,0.047,149,106,medium,3.22,0.55,10.8,6,white
2180,8,0.36,2.58,10.1,0.053,153,146,very high,3.4,0.46,9.5,6,white
2181,7.4,0.29,1.5,3.8,0.044,150,114,low,3.11,0.4,11,6,white
2182,6.6,0.32,1.35,10.9,0.041,133,146,high,3.24,0.47,10,5,white
2183,6.3,0.3,1.2,6.6,0.04,144,141,high,3.22,0.47,9.5,5,white
2184,6.4,0.33,1.44,9.8,0.041,149,109,high,3.29,0.47,10.1,6,white
2185,7.5,0.18,2.17,11.7,0.051,166,94,very high,3.19,0.44,9.5,7,white
2186,6.5,0.39,4.05,1.2,0.217,114,74,medium,3.08,0.53,9.5,5,white
2187,6.8,0.25,0.9,1.4,0.056,113,137,medium,3.11,0.42,9.5,5,white
2188,6.4,0.18,1.92,9.6,0.052,144,90,high,,0.49,9.4,6,white
2189,7.1,0.18,1.92,12.2,0.048,158,125,high,2.92,0.54,9.4,6,white
2190,7.6,0.27,2.52,2.6,0.044,149,110,low,3.31,0.51,12.7,6,white
2191,9.2,0.23,1.75,10.7,0.037,138,145,very high,3.09,0.32,9.7,5,white
2192,7.9,0.28,2.46,4.9,0.058,151,153,high,3.27,0.51,9.7,6,white
2193,7.1,0.18,1.92,12.2,0.048,156,125,high,2.92,0.54,9.4,6,white
2194,6.4,0.18,1.92,9.6,0.052,140,90,high,3.35,0.49,9.4,6,white
2195,6.8,0.25,0.9,1.4,0.056,117,137,medium,3.11,0.42,9.5,5,white
2196,7,0.22,1.56,1.1,0.037,140,71,low,3.1,0.38,11.7,6,white
2197,7.3,0.18,1.74,1,0.036,144,101,low,3.09,0.37,11.7,6,white
2198,7.1,,0.95,8.2,0.051,147,,high,3.16,0.52,9.7,5,white
2199,6.6,0.25,2.52,11.3,0.049,191,231,high,3.24,0.52,9.5,6,white
2200,6.4,0.24,1.15,7.3,0.069,133,157,high,3.25,0.53,9.1,5,white
2201,6,0.28,1.62,2.3,0.051,143,147,medium,3.23,0.67,10.3,6,white
2202,7.1,0.26,0.95,8.2,0.051,155,187,high,3.16,0.52,9.7,5,white
2203,7.8,0.24,1.9,2.1,0.058,112,167,medium,3.21,0.55,9.9,5,white
2204,7.6,0.27,1.65,2,0.059,123,175,medium,3.22,0.56,9.9,5,white
2205,7.7,0.39,1.7,10,0.056,139,178,very high,3.26,0.6,10.2,5,white
2206,8.9,0.24,1.98,15.75,0.035,134,132,high,3,0.37,12.1,6,white
2207,6.6,0.23,1.68,3.9,0.045,172,138,low,3.15,0.64,11.3,7,white
2208,7.1,0.26,1.5,2,0.031,111,128,low,3.19,0.49,11.4,5,white
2209,7,0.32,2.1,1.5,0.039,148,125,low,3.17,0.64,12.2,6,white
2210,7.4,0.24,1.82,1.6,0.058,193,150,medium,3.18,0.5,9.9,7,white
2211,6.9,0.21,1.98,1.4,0.056,159,136,medium,3.63,0.78,10.3,6,white
2212,7,0.32,2.1,1.5,0.039,146,125,low,3.17,0.64,12.2,6,white
2213,7.4,0.17,1.74,1.4,0.047,145,107,medium,3.52,0.65,10.4,6,white
2214,7.1,0.26,1.5,2,0.031,115,128,low,3.19,0.49,11.4,5,white
2215,8.5,0.28,2.04,13.8,0.041,154,161,very high,3.13,0.4,9.9,6,white
2216,7.8,0.3,1.85,1.3,0.051,110,96,medium,3.32,0.62,10,5,white
2217,8.1,0.25,2.28,3.8,0.051,138,129,medium,3.21,0.38,11.5,6,white
2218,7.7,0.28,1.74,6.9,0.041,155,163,high,3.44,0.6,10.5,6,white
2219,6.5,0.24,2.52,2.2,0.027,174,134,low,3.28,0.36,12.5,7,white
2220,7,0.22,1.92,1.6,0.045,162,120,low,2.98,0.44,10.5,6,white
2221,8.5,0.28,2.04,13.8,0.041,154,161,very high,3.13,0.4,9.9,6,white
2222,8,0.45,1.96,10.8,0.051,165,157,high,3.06,0.47,11.4,7,white
2223,6.9,0.23,1.98,12.8,0.056,162,169,very high,3.42,0.42,9.8,6,white
2224,8,0.45,1.96,10.8,0.051,159,157,high,3.06,0.47,11.4,7,white
2225,7.6,0.23,1.04,15.3,0.067,114,166,very high,3.03,0.44,9.2,4,white
2226,7.7,0.28,2.9,12.1,0.046,160,177,very high,3.08,0.46,8.9,5,white
2227,7.7,0.27,3.05,12,0.046,162,179,very high,3.07,0.46,8.9,5,white
2228,7.1,0.2,2.52,11.6,0.042,185,124,very high,2.92,0.59,9.5,7,white
2229,6.9,0.25,2.1,9.2,0.034,162,150,medium,3.21,0.36,11.5,6,white
2230,7.1,0.2,2.52,11.6,0.042,187,124,very high,2.92,0.59,9.5,7,white
2231,6.9,0.25,2.1,9.2,0.034,166,150,medium,3.21,0.36,11.5,6,white
2232,8.4,0.2,1.86,2.8,0.054,132,89,medium,2.96,0.45,9.5,6,white
2233,6.5,0.39,1.75,1.6,0.049,110,164,high,3.35,0.51,9.7,5,white
2234,7.2,0.23,1.9,6.1,0.067,124,90,high,3.17,0.79,9.7,5,white
2235,6.9,0.44,2.52,8.5,0.048,126,147,very high,3.32,0.46,9.5,6,white
2236,7.1,0.28,0.95,7.8,0.04,148,184,high,3.16,0.5,9.4,5,white
2237,6.4,0.34,0.8,14.9,0.06,117,162,very high,3.13,0.45,9,4,white
2238,6.1,0.15,1.74,6.2,0.046,165,151,medium,3.6,0.44,10.6,6,white
2239,6.9,0.44,2.52,8.5,0.048,132,147,very high,3.32,0.46,9.5,6,white
2240,7.2,0.29,0.9,8.2,0.042,145,,high,3.16,0.49,9.1,5,white
2241,7.1,0.28,0.95,7.8,0.04,150,184,high,3.16,0.5,9.4,5,white
2242,6.1,0.23,2.25,10.6,0.094,151,169,high,3.05,0.54,8.8,5,white
2243,6.7,0.23,2.1,11.2,0.047,156,171,very high,3.54,0.74,10.4,5,white
2244,7,0.36,0.7,11.6,0.043,137,228,very high,3.13,0.51,8.9,5,white
2245,7.5,0.31,1.68,7.1,0.031,170,141,medium,3.16,0.38,10.6,7,white
2246,6.4,0.34,0.8,14.9,0.06,119,162,very high,3.13,0.45,9,4,white
2247,6.1,0.15,1.74,6.2,0.046,157,151,medium,3.6,0.44,10.6,6,white
2248,7.4,0.2,1.74,1.7,0.047,136,100,medium,3.28,0.45,10.6,6,white
2249,6.3,0.27,0.9,7.7,0.048,141,186,high,3.23,0.47,9,5,white
2250,9.2,0.34,3.24,17.3,0.06,170,235,very high,3.08,0.61,8.8,6,white
2251,7.4,0.18,2.03,1.4,0.042,178,101,medium,3.54,0.6,10.5,7,white
2252,7.2,0.29,1,7.7,0.046,151,174,high,3.16,0.52,9.5,5,white
2253,6.3,0.27,0.9,7.7,0.048,147,186,high,3.23,0.47,9,5,white
2254,6.2,0.26,1.14,3.4,0.049,167,172,medium,3.14,0.43,10.4,6,white
2255,7.3,0.21,1.26,1.6,0.046,155,,medium,3.38,0.46,10,6,white
2256,7.1,0.14,1.75,1.4,0.039,122,128,low,2.97,0.68,10.4,5,white
2257,7.2,0.39,3.24,1.4,0.157,156,132,medium,3.11,0.53,9,6,white
2258,7.6,0.48,1.4,10.4,0.049,163,205,very high,3.24,0.45,9.3,5,white
2259,7.2,0.39,3.24,1.4,0.157,154,132,medium,3.11,0.53,9,6,
2260,7.6,0.48,1.4,10.4,0.049,161,205,very high,3.24,0.45,9.3,5,white
2261,6.5,0.36,1.86,4.1,0.061,140,134,medium,3.18,0.45,9,6,white
2262,8.5,0.25,1.86,2.8,0.032,133,61,low,3.06,0.44,11.5,6,white
2263,6.9,0.3,1.05,15.7,0.056,149,159,very high,3.11,0.48,9,5,white
2264,6.6,,2.58,10.9,0.045,173,154,very high,3.52,0.77,10.4,6,white
2265,6.9,0.3,1.05,15.7,0.056,153,,very high,3.11,0.48,9,5,white
2266,9.4,0.42,1.6,6.5,0.027,120,167,medium,3.08,0.43,10.6,5,white
2267,6.6,0.19,2.58,10.9,0.045,177,154,very high,3.52,0.77,10.4,6,white
2268,6.3,0.2,1.8,5.9,0.034,155,152,high,3.47,0.4,8.5,6,white
2269,8.5,0.19,3.36,17.3,0.055,169,169,very high,3.07,0.67,9.3,6,white
2270,7.3,0.19,1.75,1.4,0.051,179,107,medium,3.53,0.66,10.5,7,white
2271,6.7,0.25,1.56,13.5,0.06,168,156,very high,3.39,0.46,9.9,6,white
2272,6.2,0.25,1.68,8.5,0.035,150,108,medium,3.4,0.42,10.4,6,white
2273,6.1,0.46,1.6,6.2,0.053,110,94,high,3.35,0.47,10.1,5,white
2274,7.3,0.19,1.75,1.4,0.051,187,107,medium,3.53,0.66,10.5,7,white
2275,7.5,0.29,1.04,14.95,0.067,129,178,very high,3.04,0.49,9.2,4,white
2276,6.7,0.31,1.08,7.7,0.043,181,200,high,3.17,0.44,9.4,6,white
2277,7.4,0.14,1.8,1.3,0.033,147,91,medium,3.53,0.39,10.6,6,white
2278,6.7,0.31,1.08,7.7,0.043,177,200,high,3.17,0.44,9.4,6,white
2279,7.1,0.4,2.6,1.3,0.148,145,149,medium,3.08,0.56,8.7,5,white
2280,6.4,0.16,1.5,1.3,0.047,142,77,medium,3.61,0.54,10.2,6,white
2281,6.3,0.16,1.32,1.3,0.046,140,66,medium,3.61,0.55,10.3,6,white
2282,7.4,0.33,1.3,15.6,0.049,167,210,very high,3.06,0.68,9.5,5,white
2283,7.4,0.33,1.3,15.6,0.049,169,210,very high,3.06,0.68,9.5,5,white
2284,7.4,0.33,1.3,15.6,0.049,163,210,very high,3.06,0.68,9.5,5,white
2285,7.4,0.33,1.3,15.6,0.049,165,210,very high,3.06,0.68,9.5,5,white
2286,6.6,0.41,1.2,4.9,0.158,147,144,medium,3.17,0.49,9.4,5,white
2287,6.7,0.43,1.15,5,0.157,153,145,medium,3.17,0.49,9.4,5,white
2288,7.4,0.33,1.3,15.6,0.049,165,210,very high,,0.68,9.5,5,white
2289,7.3,0.4,1.96,6.5,0.037,170,97,low,3.16,0.58,12.6,7,white
2290,7.4,0.18,1.68,1.4,0.047,161,106,medium,3.52,0.64,10.5,7,white
2291,8.6,0.17,1.68,2.7,0.047,162,150,medium,3.1,0.56,10.8,6,white
2292,6.5,0.32,1.38,1.2,0.054,159,208,medium,3.18,0.46,9.9,6,white
2293,7.3,0.4,1.96,6.5,0.037,166,97,low,3.16,0.58,12.6,7,white
2294,7,0.32,2.17,6.4,0.031,178,115,medium,3.38,0.58,12.2,7,white
2295,7.5,0.42,1.14,6.9,0.041,186,150,high,3.23,0.37,10,6,white
2296,6.9,0.28,2.17,7.2,0.04,185,168,medium,3.29,0.57,10.6,7,white
2297,6.5,0.29,2.52,10.6,0.042,184,202,high,3.24,0.53,9.5,6,white
2298,6.3,0.41,1.44,3.5,0.027,183,109,low,3.34,0.54,12.8,8,white
2299,7,0.32,2.17,6.4,0.031,180,115,medium,3.38,0.58,12.2,7,white
2300,7.3,0.3,2.31,2.3,0.043,166,125,low,3.34,0.44,12.6,7,
2301,6.6,0.22,1.4,12.05,0.058,127,125,very high,3.45,0.45,9.4,5,white
2302,6,0.26,0.9,7,0.055,148,194,high,3.21,0.43,9,5,white
2303,6.9,0.44,0.9,11.8,0.051,126,126,very high,3.23,0.48,9.1,5,white
2304,7.5,0.42,1.2,1.4,0.06,133,168,medium,3.06,0.4,9.4,6,white
2305,7,0.36,2.1,5,0.04,180,143,low,3.33,0.42,12.2,7,white
2306,5.6,0.295,1,2.2,0.049,112,134,medium,3.21,0.68,10,5,white
2307,6.8,0.21,2.75,14.6,0.053,134,159,very high,2.93,0.44,9.2,5,white
2308,9.4,0.28,1.5,1.6,0.045,132,139,high,3.11,0.49,9.3,5,white
2309,8.1,0.28,2.04,1.3,0.035,135,126,low,3.14,0.5,9.8,6,white
2310,6.8,0.21,2.75,14.6,0.053,136,159,very high,2.93,0.44,9.2,5,white
2311,7,0.22,1.82,2.8,0.036,182,132,low,3.34,0.41,12,7,white
2312,9.4,0.28,1.5,1.6,0.045,130,139,high,3.11,0.49,9.3,5,white
2313,6.8,0.32,2.1,3.3,0.029,155,80,low,3.33,0.63,12.6,7,white
2314,7,0.19,1.98,6.3,0.032,162,127,low,3.31,0.38,12.2,6,white
2315,7.7,0.42,2.28,8.1,0.061,169,144,high,3.4,0.58,11,6,white
2316,7.4,0.2,2.17,1.6,0.038,176,116,low,3.25,0.39,12,7,white
2317,7.5,0.24,3.1,10.6,0.045,149,153,very high,3.16,0.44,8.8,5,white
2318,7.5,0.26,2.36,11.8,0.046,132,164,very high,3.17,0.46,8.9,4,white
2319,6.6,0.4,2.24,1.7,0.035,183,84,low,3.59,0.48,12.7,7,white
2320,8,0.2,1.8,8.1,0.037,162,130,medium,3.1,0.67,11.8,6,white
2321,4.6,0.445,0,1.4,0.053,113,178,medium,3.79,0.55,10.2,5,white
2322,6.1,0.41,0.24,1.3,0.036,145,121,low,3.24,0.61,9.9,6,white
2323,7.6,0.2,2.04,1.8,0.041,160,148,medium,3.35,0.66,11.1,6,white
2324,6.9,0.3,1.05,7.2,0.045,150,190,high,3.22,0.48,9.4,5,white
2325,7,0.35,1.02,1.1,0.049,125,119,medium,3.13,0.36,9.7,6,white
2326,6.9,0.35,2.75,11.95,0.038,124,111,high,3.11,0.29,9.7,5,white
2327,7,0.35,1.02,1.1,0.049,127,119,medium,3.13,0.36,9.7,6,white
2328,6.9,0.35,2.75,11.95,0.038,122,111,high,3.11,0.29,9.7,5,white
2329,7.6,0.3,2,2.2,0.054,127,175,medium,3.19,0.53,9.8,5,white
2330,7.5,0.38,1.74,12.7,0.05,147,209,very high,3.25,0.59,9.3,6,white
2331,7.5,0.3,1.6,1.4,0.032,129,161,low,2.95,0.42,10.5,5,white
2332,6.3,0.4,1.92,10.6,0.049,158,209,very high,3.47,0.59,9.3,6,white
2333,6.8,0.37,2.24,1.9,0.024,228,106,low,3.45,0.6,12.6,8,
2334,7.5,0.23,1.75,17.8,0.058,230,212,very high,3.44,0.43,8.9,5,white
2335,8.3,0.27,1.7,10.2,0.048,146,118,very high,3.18,0.51,10.3,5,white
2336,6.8,0.26,1.1,4.8,0.041,208,198,medium,3.29,0.67,10.6,5,white
2337,6.5,0.28,1.4,9.8,0.067,143,180,very high,3.15,0.57,9,4,white
2338,7.2,0.34,1.5,8.4,0.051,142,167,very high,3.48,0.62,9.7,5,white
2339,7,0.23,1.56,7.2,0.041,143,90,high,3.22,0.55,9.5,6,white
2340,7.7,0.29,1.74,4.8,0.06,145,156,high,3.49,0.59,10.3,6,white
2341,7.2,0.34,1.5,8.4,0.051,142,167,very high,3.48,0.62,9.7,5,white
2342,7.7,0.4,2.16,4.5,0.034,191,95,low,3.21,0.59,12.3,8,white
2343,6.7,0.17,1.35,1.4,0.032,141,149,medium,3.4,0.52,10.5,5,white
